PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Major-Minor Long Short-Term Memory for Word-Level Language Model	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Feature extraction; Semantics; Correlation; Natural language processing; Data models; Task analysis; Training; Language model (LM); long short-term memory (LSTM); natural language processing (NLP); shortcut connections		Language model (LM) plays an important role in natural language processing (NLP) systems, such as machine translation, speech recognition, learning token embeddings, natural language generation, and text classification. Recently, the multilayer long short-term memory (LSTM) models have been demonstrated to achieve promising performance on word-level language modeling. For each LSTM layer, larger hidden size usually means more diverse semantic features, which enables the LM to perform better. However, we have observed that when a certain LSTM layer reaches a sufficiently large scale, the promotion of overall effect will slow down, as its hidden size increases. In this article, we analyze that an important factor leading to this phenomenon is the high correlation between the newly extended hidden states and the original hidden states, which hinders diverse feature expression of the LSTM. As a result, when the scale is large enough, simply lengthening the LSTM hidden states will cost tremendous extra parameters but has little effect. We propose a simple yet effective improvement on each LSTM layer consisting of a large-scale Major LSTM and a small-scale Minor LSTM to break the high correlation between the two parts of hidden states, which we call Major-Minor LSTMs (MMLSTMs). In experiments, we demonstrate the LM with MMLSTMs surpasses the existing state-of-the-art model on Penn Treebank (PTB) and WikiText-2 (WT2) data sets and outperforms the baseline by 3.3 points in perplexity on WikiText-103 data set without increasing model parameter counts.																	2162-237X	2162-2388				OCT	2020	31	10					3932	3946		10.1109/TNNLS.2019.2947563													
J								Online Topology Learning by a Gaussian Membership-Based Self-Organizing Incremental Neural Network	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Neural networks; Topology; Network topology; Approximation algorithms; Prediction algorithms; Learning systems; Data mining; Data streams; Gaussian membership; incremental learning; neural network; topology learning	VECTOR QUANTIZATION; ALGORITHM; POWER	In order to extract useful information from data streams, incremental learning has been introduced in more and more data mining algorithms. For instance, a self-organizing incremental neural network (SOINN) has been proposed to extract a topological structure that consists of one or more neural networks to closely reflect the data distribution of data streams. However, SOINN has the tradeoff between deleting previously learned nodes and inserting new nodes, i.e., the stability-plasticity dilemma. Therefore, it is not guaranteed that the topological structure obtained by the SOINN will closely represent data distribution. For solving the stability-plasticity dilemma, we propose a Gaussian membership-based SOINN (Gm-SOINN). Unlike other SOINN-based methods that allow only one node to be identified as a "winner" (the nearest node), the Gm-SOINN uses a Gaussian membership to indicate to which degree the node is a winner. Hence, the Gm-SOINN avoids the topological structure that cannot represent the data distribution because previously learned nodes overly deleted or noisy nodes inserted. In addition, an evolving Gaussian mixture model is integrated into the Gm-SOINN to estimate the density distribution of nodes, thereby avoiding the wrong connection between two nodes. Experiments involving both artificial and real-world data sets indicate that our proposed Gm-SOINN achieves better performance than other topology learning methods.																	2162-237X	2162-2388				OCT	2020	31	10					3947	3961		10.1109/TNNLS.2019.2947658													
J								Sample Balancing for Deep Learning-Based Visual Recognition	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Training; Visualization; Semantics; Deep learning; Measurement; Task analysis; Image recognition; Deep learning; image classification; sample reweighting; sample selection; self-paced learning	ALGORITHMS; FEATURES; OUTLIERS	Sample balancing includes sample selection and sample reweighting. Sample selection aims to remove some bad samples that may lead to bad local optima. Sample reweighting aims to assign optimal weights to samples to improve performance. In this article, we integrate a sample selection method based on self-paced learning into deep learning frameworks and study the influence of different sample selection strategies on training deep networks. In addition, most of the existing sample reweighting methods mainly take per-class sample number as a metric, which does not fully consider sample qualities. To improve the performance, we propose a novel metric based on the multiview semantic encoders to reweight the samples more appropriately. Then, we propose an optimization mechanism to embed sample weights into loss functions of deep networks, which can be trained in end-to-end manners. We conduct experiments on the CIFAR data set and the ImageNet data set. The experimental results demonstrate that our proposed sample balancing method can improve the performances of deep learning methods in several visual recognition tasks.																	2162-237X	2162-2388				OCT	2020	31	10					3962	3976		10.1109/TNNLS.2019.2947789													
J								GrAMME: Semisupervised Learning Using Multilayered Graph Attention Models	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Data models; Task analysis; Semisupervised learning; Computer architecture; Deep learning; Benchmark testing; Attention; deep learning; multilayered graphs; network embeddings; semisupervised learning	COMMUNITY DETECTION	Modern data analysis pipelines are becoming increasingly complex due to the presence of multiview information sources. While graphs are effective in modeling complex relationships, in many scenarios, a single graph is rarely sufficient to succinctly represent all interactions, and hence, multilayered graphs have become popular. Though this leads to richer representations, extending solutions from the single-graph case is not straightforward. Consequently, there is a strong need for novel solutions to solve classical problems, such as node classification, in the multilayered case. In this article, we consider the problem of semisupervised learning with multilayered graphs. Though deep network embeddings, e.g., DeepWalk, are widely adopted for community discovery, we argue that feature learning with random node attributes, using graph neural networks, can be more effective. To this end, we propose to use attention models for effective feature learning and develop two novel architectures, GrAMME-SG and GrAMME-Fusion, that exploit the interlayer dependences for building multilayered graph embeddings. Using empirical studies on several benchmark data sets, we evaluate the proposed approaches and demonstrate significant performance improvements in comparison with the state-of-the-art network embedding strategies. The results also show that using simple random features is an effective choice, even in cases where explicit node attributes are not available.																	2162-237X	2162-2388				OCT	2020	31	10					3977	3988		10.1109/TNNLS.2019.2948797													
J								Property-Constrained Dual Learning for Video Summarization	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Generators; Task analysis; Recurrent neural networks; Machine learning; Training; Semantics; Learning systems; Dual learning; property model; recurrent neural network (RNN); video summarization	ALGORITHMS	Video summarization is the technique to condense large-scale videos into summaries composed of key-frames or key-shots so that the viewers can browse the video content efficiently. Recently, supervised approaches have achieved great success by taking advantages of recurrent neural networks (RNNs). Most of them focus on generating summaries by maximizing the overlap between the generated summary and the ground truth. However, they neglect the most critical principle, i.e., whether the viewer can infer the original video content from the summary. As a result, existing approaches cannot preserve the summary quality well and usually demand large amounts of training data to reduce overfitting. In our view, video summarization has two tasks, i.e., generating summaries from videos and inferring the original content from summaries. Motivated by this, we propose a dual learning framework by integrating the summary generation (primal task) and video reconstruction (dual task) together, which targets to reward the summary generator under the assistance of the video reconstructor. Moreover, to provide more guidance to the summary generator, two property models are developed to measure the representativeness and diversity of the generated summary. Practically, experiments on four popular data sets (SumMe, TVsum, OVP, and YouTube) have demonstrated that our approach, with compact RNNs as the summary generator, using less training data, and even in the unsupervised setting, can get comparable performance with those supervised ones adopting more complex summary generators and trained on more annotated data.																	2162-237X	2162-2388				OCT	2020	31	10					3989	4000		10.1109/TNNLS.2019.2951680													
J								Model-Based Event-Triggered Tracking Control of Underactuated Surface Vessels With Minimum Learning Parameters	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Adaptation models; Computational modeling; Artificial neural networks; Navigation; Complexity theory; Uncertainty; Explosions; Adaptive neural control; dynamic surface control (DSC); minimum learning parameters (MLPs); model-based event-triggered control (ETC); underactuated surface vessel (USV)	PATH-FOLLOWING CONTROL; NONLINEAR-SYSTEMS; GLOBAL TRACKING; SHIPS; STABILIZATION; COMPENSATION; VEHICLES	This article studies the model-based event-triggered control (ETC) for the tracking activity of the underactuated surface vessel (USV). Following this ideology, the continuous acquisition of states is no longer needed, and the communication traffic is reduced in the channel of sensor to controller. The control laws are fabricated in the frame of an adaptive model, which is renewed with the states of the original system whenever the triggering condition is violated. In the scheme, both internal and external uncertainties are approximated by the neural networks (NNs). To decrease the computing complexity, the minimum learning parameters (MLPs) are involved both in the adaptive model and the derived controller. The adaptive laws of only two MLPs are devised, and their updating only happens at triggering instants. Using the MLPs, an adaptive triggering condition is further derived. To avoid the "Zeno" phenomenon in small tracking errors, a dead-zone operator is designed for the triggering condition. Furthermore, we incorporate the dynamic surface control (DSC) into the controller design, such that the jumping of virtual control laws at triggering instants is smoothed and the problem of "complexity explosion" is circumvented. Through the techniques of the impulsive dynamic system and the direct Lyapunov function, the parameter setting for the DSC is derived to guarantee the semiglobal uniformly ultimate boundedness (SGUUB) of all the error signals in the closed-loop system. Finally, the effectiveness of the proposed scheme is validated through the simulation.																	2162-237X	2162-2388				OCT	2020	31	10					4001	4014		10.1109/TNNLS.2019.2951709													
J								Neural-Network-Based Adaptive Event-triggered Control for Spacecraft Attitude Tracking	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Space vehicles; Attitude control; Artificial neural networks; Quaternions; Adaptive systems; Quantization (signal); Uncertainty; Adaptive control; attitude control; event-triggered control (ETC); neural networks (NNs); spacecraft	NONLINEAR-SYSTEMS; STABILIZATION	The problem of attitude tracking control for spacecraft with limited communication rate is addressed in this article. To reduce the communication burden, an adaptive event-triggered control scheme is proposed. In the control scheme, only the sampling states at the event-triggering instants are sent to the control module, which can considerably decrease the data transmission rate. To address the inertia uncertainties and external disturbances, a radial basis function neural network (NN) is introduced. The bound of the uncertainties and disturbances is estimated for the proposed control scheme, which can simplify the NN and reduce the computation. Since the event-triggered error signal is discontinuous due to the event-triggered mechanism, the closed-loop system is formulated as an impulsive dynamical system to obtain the stability properties of the system. Finally, simulation results are given to demonstrate the effectiveness of the proposed control scheme.																	2162-237X	2162-2388				OCT	2020	31	10					4015	4024		10.1109/TNNLS.2019.2951732													
J								Convergence Analysis of Saturated Iterative Learning Control Systems With Locally Lipschitz Nonlinearities	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Convergence; Trajectory; Heuristic algorithms; Iterative learning control; Nonlinear dynamical systems; Composite energy function (CEF); input saturation; iterative learning control (ILC); locally Lipschitz nonlinearity; robustness; system relative degree	TRAJECTORY TRACKING; FRAMEWORK; NETWORKS	In this article, the robust trajectory tracking problem of iterative learning control (ILC) for uncertain nonlinear systems is considered, and the effects from locally Lipschitz nonlinearities, input saturations, and nonzero system relative degrees are treated. A saturated ILC algorithm is given, with the convergence analysis exploited using a composite energy function-based approach. It is shown that the tracking error can be guaranteed to converge both pointwisely and uniformly. Furthermore, the input updating signal can be ensured to eventually satisfy the input saturation requirements with increasing iterations. Two examples are given to demonstrate the validity of saturated ILC for systems with the relative degree of one, input saturation, and locally Lipschitz nonlinearity.																	2162-237X	2162-2388				OCT	2020	31	10					4025	4035		10.1109/TNNLS.2019.2951752													
J								Realizing Data Features by Deep Nets	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Neural networks; Machine learning; Manifolds; Computer vision; Sparse matrices; Learning systems; Approximation rates; covering numbers; data feature; deep neural networks (deep nets); neural networks	NEURAL-NETWORKS; SMOOTH FUNCTIONS; LOWER BOUNDS; APPROXIMATION; SHALLOW; REPRESENTATION; POLYNOMIALS; LIMITATIONS; COMPLEXITY; MANIFOLDS	This article considers the power of deep neural networks (deep nets) in realizing data features. Based on refined covering number estimates, we find that, to realize data features such as the locality, rotation invariance, and manifold structure, deep nets essentially improve the performances of shallow neural networks (shallow nets) without requiring additional capacity costs. Conversely, to realize some data features, such as the smoothness, we show that deep nets perform similar as shallow nets, provided the depth is not extremely large. Both sides show the advantages and limitations of deep nets in realizing data features and demonstrate that deep nets are not always better than shallow nets.																	2162-237X	2162-2388				OCT	2020	31	10					4036	4048		10.1109/TNNLS.2019.2951788													
J								A Network Framework for Small-Sample Learning	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS										Neural networks; Training; Training data; Task analysis; Data models; Deep learning; Semisupervised learning; Expression learning network; generative network; restricted Boltzmann machine (RBM); small-sample learning	ALGORITHMS	Small-sample learning involves training a neural network on a small-sample data set. An expansion of the training set is a common way to improve the performance of neural networks in small-sample learning tasks. However, improper constraints in expanding training data will reduce the performance of the neural networks. In this article, we present certain conditions for incorporation of additional training data. According to these conditions, we propose a neural network framework for self-training using self-generated data called small-sample learning network (SSLN). The SSLN consists of two parts: the expression learning network and the sample recall generative network, both of which are constructed based on restricted Boltzmann machine (RBM). We show that this SSLN can converge as well as the RBM. Moreover, the experiment results on MNIST Digit, SVHN, CIFAR10, and STL-10 data sets reveal the superiority of the SSLN over other models.																	2162-237X	2162-2388				OCT	2020	31	10					4049	4062		10.1109/TNNLS.2019.2951803													
