PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								A hybrid ridesharing algorithm based on GIS and ant colony optimization through geosocial networks	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Ride-sharing; Geosocial network; ACO; VCRQ; RCC5; Allen's' interval algebra	LOCATION; INFORMATION; RELEVANCY; SYSTEMS; TAXI	The increasing use of private cars in large cities is accompanied by adverse ramifications such as severe shortage of parking spaces, traffic congestion, air pollution, a high level of fuel consumption, and travel cost. Ridesharing is one of the emerging solutions that facilitate the simultaneous match of drivers and passengers with similar travel schedules. In this paper, ridesharing equals carsharing which involves a cooperative trip of at least two passengers who share an automobile and must match their itineraries. The main objective of this paper is to develop a ridesharing system based on the geosocial network to be employed in Tehran, capital of Iran. In this regard, a new hybrid approach based on GIS and ant colony is developed to provide optimal shared-routes through integrating three main procedures sequentially. First, the spatio-temporal clustering of passengers is carried out using the K-means algorithm, second spatio-temporal matching of passengers 'clusters, and drivers' has been carried out by combining Voronoi continuous range query (VCRQ), a region connected calculus (RCC5) and Allen's temporal interval algebra. Third, the optimum shared-route is found by the ant colony optimization (ACO) algorithm. The proposed hybrid model integrates metric and topological GIS-based methods with a metaheuristic algorithm. It is implemented via a bot "@Hamsafar" within the platform of a robot Telegram messenger. The proposed ridesharing application is applied with 220 passengers and 70 drivers with 61 shared trips in District # 6 of Tehran, Iran. The system are evaluated based on the statistical results, usability questionnaire, time performance, and comparison to some other metaheuristic approaches which in turn demonstrate the efficiency of the proposed algorithm.																	1868-5137	1868-5145															10.1007/s12652-020-02364-6		JUL 2020											
J								Analysis of security issues of cloud-based web applications	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Cloud architecture security; Threats; Vulnerabilities; Vulnerabilities score; Threat modelling	CHALLENGES; PROTECTION; FRAMEWORK; THREATS; SYSTEM	The Cloud computing is a powerful tool to optimize the cost in terms of hardware, controllable, utility to sharing the data, due to abovementioned features most of the organization switching their applications and services on the cloud. Cloud services offer secure and scalable services, but there is always some security problem when data have transmitted from a central storage server to a different cloud, personal and private data commitment increase risk of data confidentiality, integrity, availability, and authentication before one choose a vendor in the cloud or choose the cloud and move services in the cloud. This paper aims to resolve issues and provide the countermeasures relating to security issues in clouds based web applications. The vulnerability scores, its impact on confidentiality, integrity, availability, access complexity, and risk on assets calculated, and it observed most of the vulnerabilities identified during the scanning are related to security due to mis-configurations of web servers. The results analyzed for the vulnerability scores, vulnerabilities impact on confidentiality, integrity, availability, access complexity, and risk are analyzed description, and risk assessment. The countermeasures for each vulnerability based on the experimental results discussed.																	1868-5137	1868-5145															10.1007/s12652-020-02370-8		JUL 2020											
J								MMC-DIA: multi-metric clustering with differential interference alignment for improving small cell performance	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Clustering; Differential optimization problem; Interference alignment; Rate loss; Small cell	HETEROGENEOUS NETWORKS; RESOURCE-ALLOCATION; MAXIMIZATION; ALGORITHM; SELECTION	Interference in small cells occurs due to the interoperability of different wireless communication technologies. Uncontrolled interference defaces the increasing user density and subscriber services. Therefore, interference management is mandatory to balance user service and performance enhancements. In this paper, multi-metric clustering with differential interference alignment (MMC-DIA) for leveraging the performance of small cell users is presented. This proposed technique operates in two phases namely clustering and differential interference alignment. In the clustering process, sum-rate maximization objective based grouping of small cell users is performed to retain the efficiency of communication. In a differential IA phase, the transmitted signal is analyzed for its first and second order of assessment on the basis of transmitter-receiver communication interval. Pre-coding and cancellation matrix over the signal vectors are imposed in the periodic time intervals for improving the degree of freedom (DoF) and thereby retaining the efficiency of the system. This is applicable for both the first and second order signal derivatives to handle inter and intra cluster interference along with the objective satisfaction. The performance of the proposed technique is compared for sum-rate, spectral efficiency, and DoF with the existing methods and non-clustering method respectively. From the comparative analysis, the proposed MMC-DIA is found to improve spectral efficiency and sum rate by 6.84% and 11.18% respectively. Similarly, with respect to the varying transmit power, the proposed MMC-DIA achieves 5.85% and 6.292% better spectral efficiency and sum rate.																	1868-5137	1868-5145															10.1007/s12652-020-02387-z		JUL 2020											
J								Uniting holistic and part-based attitudes for accurate and robust deep human pose estimation	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Human pose estimation; Holistic prediction; Part-based prediction; Deep learning; Convolutional neural network		Deep learning has been utilized in many intelligent systems, including computer vision techniques. Human pose estimation is one of the popular tasks in computer vision that has benefited from modern feature learning strategies. In this regard, recent advances propose part-based approaches since pose estimation based on parts can produce more accurate results than when the human shape is considered holistically as one unbreakable, but deformable object. However, in real-word scenarios, problems like occlusion and cluttered background make difficulties in part-based methods. In this paper, we propose to unite the two attitudes of the part-based and the holistic pose predictions to make more accurate and more robust estimations. These two schemes are modeled using convolutional neural networks as regression and classification tasks in order, and are combined in three frameworks: multitasking, series, and parallel. Each of these settings has its own advantages, and the experimental results on the LSP test set demonstrate that it is essential to observe subjects, both based on parts and holistically in order to achieve more accurate and more robust estimation of human pose in challenging scenarios.																	1868-5137	1868-5145															10.1007/s12652-020-02347-7		JUL 2020											
J								An AC-DC/DC-DC hybrid multi-port embedded energy router based steady-state power flow optimizing in power system using substantial transformative energy management strategy	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Deferrable load; Hybrid energy management; Energy storage system; Substantial transformative energy management (STEM) strategy	CONVERTER	Novel and flexible interconnected architecture for micro grids and their associated energy the management strategy proposes to respond to the increase in renewable energy sources power generation. The key idea of the system is improve the renewable energy generation capacity using a multi-port DC-DC converter, the energy flow between the generation source and the micro grid system can be analyzed with the energy routers. The consumption methods can be used to compensate immediate energy shortage energy production. A multi-port based AC-DC and DC-DC converter and the, power routers are used as energy centers, are improve the stabilize energy flow between micro grids and the main grid. The power generation of the each and every renewable sources are monitored and controlled by the proposed substantial transformative energy management (STEM) strategy also the energy flow variation of the grid system is analyzed with the. This work demonstrates the role of energy routers in optimizing the efficient and flexible way of energy stabilization in grid system. This analysis model establishes the entire system, including power routers, interconnected microcircuits, and the main grid. Interconnected microcircuits were analyzed by various operating systems facilitated by power routers, and corresponding control strategies were developed. The simulation is performed on Mat lab/Simulink simulation platforms, and the results show the effectiveness especially in THD 2.52% is achieved and reliability of the control strategy for micro-grid interconnection and flexible energy flow correspondence.																	1868-5137	1868-5145															10.1007/s12652-020-02362-8		JUL 2020											
J								Towards developing an ensemble based two-level student classification model (ESCM) using advanced learning patterns and analytics	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Learning analytics; Ensemble based student classification model (ESCM); Support vector machine (SVM); Naive Bayesian (NB); J48 classifier; Bagging; Stacking; Student behaviour		In recent decade, learning analytics has gained more attention and several advanced data mining models are developed for deriving the hidden sources from educational databases. The extracted data helps the Educational Institutions or Universities to enhance the teaching methodologies of faculties and student's learning process in efficient manner. For improving the student performance and better educational results, the student data evaluations based on their learning modes are significant. With that note, the proposed model develops a new model called ensemble based two-level student classification model (ESCM) for effectively analysing and classifying the student data. With the student data pursuing technical higher education, the ESCM is performed with three traditional classification model and ensemble classifier techniques for enhancing the classification accuracy. The model utilizes support vector machine, Naive Bayesian and J48 classifier that are combined with Ensemble classification methods as modified meta classifier such as bagging and Stacking. Here, the technical higher education student data collected from SRM student database based on the feature set contains the student learning factors that support performance enhancement. The results are evaluated with the SRM student datasets and compared based on the classification accuracy and model reliability. Furthermore, the obtained results outperform the existing models. Based on the accurate predictions, special attentions and measures are taken to improve the student results and institutional reputation.																	1868-5137	1868-5145															10.1007/s12652-020-02375-3		JUL 2020											
J								Unsupervised representation learning with Minimax distance measures	MACHINE LEARNING										Representation learning; Distance measure; Computational efficiency; Minimax distances	GRAPHS	We investigate the use of Minimax distances to extract in a nonparametric way the features that capture the unknown underlying patterns and structures in the data. We develop a general-purpose and computationally efficient framework to employ Minimax distances with many machine learning methods that perform on numerical data. We study both computing the pairwise Minimax distances for all pairs of objects and as well as computing the Minimax distances of all the objects to/from a fixed (test) object. We first efficiently compute the pairwise Minimax distances between the objects, using the equivalence of Minimax distances over a graph and over a minimum spanning tree constructed on that. Then, we perform an embedding of the pairwise Minimax distances into a new vector space, such that their squared Euclidean distances in the new space equal to the pairwise Minimax distances in the original space. We also study the case of having multiple pairwise Minimax matrices, instead of a single one. Thereby, we propose an embedding via first summing up the centered matrices and then performing an eigenvalue decomposition to obtain the relevant features. In the following, we study computing Minimax distances from a fixed (test) object which can be used for instance inK-nearest neighbor search. Similar to the case of all-pair pairwise Minimax distances, we develop an efficient and general-purpose algorithm that is applicable with any arbitrary base distance measure. Moreover, we investigate in detail the edges selected by the Minimax distances and thereby explore the ability of Minimax distances in detecting outlier objects. Finally, for each setting, we perform several experiments to demonstrate the effectiveness of our framework.																	0885-6125	1573-0565															10.1007/s10994-020-05886-4		JUL 2020											
J								Node classification over bipartite graphs through projection	MACHINE LEARNING										Bipartite graphs; Two-mode networks; Node classification; Behavioral data	MODELS	Many real-world large datasets correspond to bipartite graph data settings-think for example of users rating movies or people visiting locations. Although there has been some prior work on data analysis with such bigraphs, no general network-oriented methodology has been proposed yet to perform node classification. In this paper we propose a threestage classification framework that effectively deals with the typical very large size of such datasets. The stages are: (1) top node weighting, (2) projection to a weighted unigraph, and (3) application of a relational classifier. This paper has two major contributions. Firstly, this general framework allows us to explore the design space, by applying different choices at the three stages, introducing new alternatives and mixing-and-matching to create new techniques. We present an empirical study of the predictive and run-time performances for different combinations of functions in the three stages over a large collection of bipartite datasets with sizes of up to 20 million x 30 million nodes. Secondly, thinking of classification on bigraph data in terms of the three-stage framework opens up the design space of possible solutions, where existing and novel functions can be mixed and matched, and tailored to the problem at hand. Indeed, in this work a novel, fast, accurate and comprehensible method emerges, called the SW-transformation, as one of the best-performing combinations in the empirical study.																	0885-6125	1573-0565															10.1007/s10994-020-05898-0		JUL 2020											
J								Twin labeled LDA: a supervised topic model for document classification	APPLIED INTELLIGENCE										Supervised; Topic modeling; Document classification; Hierarchical Dirichlet distributions		Recently, some statistic topic modeling approaches, e.g., Latent Dirichlet allocation (LDA), have been widely applied in the field of document classification. However, standard LDA is a completely unsupervised algorithm, and then there is growing interest in incorporating prior information into the topic modeling procedure. Some effective approaches have been developed to model different kinds of prior information, for example, observed labels, hidden labels, the correlation among labels, label frequencies; however, these methods often need heavy computing because of model complexity. In this paper, we propose a new supervised topic model for document classification problems, Twin Labeled LDA (TL-LDA), which has two sets of parallel topic modeling processes, one incorporates the prior label information by hierarchical Dirichlet distributions, the other models the grouping tags, which have prior knowledge about the label correlation; the two processes are independent from each other, so the TL-LDA can be trained efficiently by multi-thread parallel computing. Quantitative experimental results compared with state-of-the-art approaches demonstrate our model gets the best scores on both rank-based and binary prediction metrics in solving single-label classification, and gets the best scores on three metrics, i.e., One Error, Micro-F1, and Macro-F1 while multi-label classification, including non power-law and power-law datasets. The results show benefit from modeling fully prior knowledge, our model has outstanding performance and generalizability on document classification. Further comparisons with recent works also indicate the proposed model is competitive with state-of-the-art approaches.																	0924-669X	1573-7497															10.1007/s10489-020-01798-x		JUL 2020											
J								A hybrid evolutionary approach for identifying spam websites for search engine marketing	EVOLUTIONARY INTELLIGENCE										Search engine marketing; Outlier detection; Vendor selection; Bio-inspired computing; Machine learning; Supplier selection	FIREFLY ALGORITHM; OPTIMIZATION; WEB; COMPUTATION; SYSTEM; IMPACT	With the increased digital usage, web visibility has become critically essential for organizations when catering to a larger audience. This visibility on the web is directly related to web searches on search engines which is often governed by search engine optimization techniques liked link building and link farming amongst others. The current study identifies metrics for segregating websites for the purpose of link building for search engine optimization as it is important to invest resources in the right website sources. These metrics are further used for detecting websites outliers for effective optimization and subsequent search engine marketing. Two case studies of knowledge management portals from different domains are used having 1682 and 1070 websites respectively for validation of the proposed approach. The study evolutionary intelligence by proposing a k-means chaotic firefly algorithm coupled with k-nearest neighbor outlier detection for solving the problem. Factors like Page Rank, Page Authority, Domain Authority, Alexa Rank, Social Shares, Google Index and Domain Age emerge significant in the process. Further, the proposed chaotic firefly variants are compared to K-Means integrated firefly algorithm, bat algorithm and cuckoo search algorithm for accuracy and convergence showing comparable accuracy. Findings indicate that the convergence speeds are higher for proposed chaotic firefly approach for tuning absorption and attractiveness coefficients resulting in faster search for optimal cluster centroids. The proposed approach contributes both theoretically and methodologically in the domain of vendor selection for identifying genuine websites for avoiding investment on untrustworthy websites.																	1864-5909	1864-5917															10.1007/s12065-020-00461-1		JUL 2020											
