PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Spatial Deployment of Heterogeneous Sensors in Complex Environments	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										3D surfaces; complex environments; heterogeneous sensors; optimal deployment		Studies on the deployment of sensors mostly involve a 2D plane or 3D volume. However, the optimal sensor deployment in field environments is actually the resource distribution on 3D surfaces. Compared with the traditional deployment environments, field environments are more complicated, owing to some interferences on the detection capability of sensors and limitations on the maneuverability of platforms. In this paper, an optimal sensor deployment algorithm in 3D complex environments is discussed. First, considering the characteristics of field environments, the maneuverability matrix of heterogeneous platforms was introduced as a constraint. Then, a non-isomorphic environment value distribution map was constructed to mark the differences among mission areas. Furthermore, the sensor detection range model was improved to better deal with the occlusion issue. Filially, based on the multi-objective particle swarm optimization (MOPSO) algorithm, a sensor deployment strategy was deployed for complex environments. Experiments demonstrated that the proposed algorithm can better deal with the sensor deployment problem in field environments, while improving the detection accuracy of the objects in mission areas.																	1343-0130	1883-8014				JAN	2020	24	1					95	100															
J								Learning Effects of Robots Teaching Based on Cognitive Apprenticeship Theory	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										cognitive apprenticeship theory; educational-support robot; collaborative learning; learning effect		In recent years, educational support robots that assist learners have attracted attention. The main role of teacher-type robots in previous research has been to teach students how to solve problems and to explain learning material. Under such conditions, students may not learn the material adequately due to their reliance on the support of the robot; this paper utilizes the cognitive apprenticeship theory in order to prevent this problem. The cognitive apprenticeship theory asserts that the support provided to a student should change according to the student's learning situation. Previous studies have reported that pedagogy based on the cognitive apprenticeship theory can improve students' learning skills. Therefore, we hypothesize that students' learning will improve when robots teach them how to solve questions based on the cognitive apprenticeship theory. In this paper, we uinvestigate the learning effects of robot teaching based on the cognitive apprenticeship theory in collaborative learning with junior high-school and university students. The results of this experiment suggest that collaborative learning with robots that employ the cognitive apprenticeship theory improves the learning of high-school and university students.																	1343-0130	1883-8014				JAN	2020	24	1					101	112															
J								Interval Data Envelopment Analysis for Inter-Group Data Usage	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										interval efficiency; relative evaluation; efficient frontier; privacy concern	EFFICIENCY; MODELS; DEA	Organizations are interested in exploiting the data from the other organizations for better analyses. Therefore, the data related policies of organizations should be sensitive to the data privacy issue, which has been widely discussed recently. The present study is focused on inter-group data usage for a relative evaluation. This research is based on the data envelopment analysis (DEA), which is used to measure the efficiency of a decision making unit (DMU) relatively employed within a group. In DEA, establishing an efficient frontier consisting of efficient DMUs is essential. We can obtain the efficiency values of a DMU by projecting it to the efficient frontier, and including in the efficiency interval via the interval DEA. When the original data of multiple groups are not open to each other, the alternative is to exchange the information corresponding to the efficient frontiers to estimate the efficiency intervals of a DMU in such a manner that the alternative is in the other groups. Therefore, in this paper, we propose a method to replace the efficient frontier with a weight vector set, from which it is not possible to reconstruct the original data. Considering the weight vector sets of multiple groups, a DMU has three types of efficiency intervals: in its own group, in each of the other groups, and in the integrated group. They provide rich insights on the DMU from a broad perspective, and this encourages inter-group data usage. In this process, we focus on two types of information reduction: one is from the efficient frontier to the weight vector set, and the other is from a union of the groups to the integrated group.																	1343-0130	1883-8014				JAN	2020	24	1					113	122															
J								IDT and Color Transfer-Based Color Calibration for Images Taken by Different Cameras	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										color calibration; camera calibration; color transfer	RECONSTRUCTION	Images of the same object taken by multiple different cameras should have the same color reproduction. However, the images sometimes show different color reproduction due to the individual differences of cameras or internal camera parameters automatically determined when the images are taken. Conventional color transfer methods can be used for unifying the color reproduction of images by transforming the color distribution of an image to that of a reference image. However, conventional methods do not always lead to a good color reproduction and sometimes result in the loss of color impression of original images. In the present paper, we propose a color calibration method for images of the same object taken by different cameras. Two color transfer methods are combined to realize color calibration without the loss of color impression of an original image. Resultant images obtained by the color transfer methods are appropriately mixed into an output image. In experiments, the proposed method is applied to a variety of images and the effectiveness of the proposed method is confirmed by subjective and objective evaluations.																	1343-0130	1883-8014				JAN	2020	24	1					123	133															
J								Conditional Generative Adversarial Networks to Model iPSC-Derived Cancer Stem Cells	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										conditional generative adversarial networks; pix2pix; iPSC-derived cancer stem cells; drug discovery; artificial intelligence		The realization of effective and low-cost drug discovery is imperative to enable people to easily purchase and use medicines when necessary. This paper reports a smart system for detecting iPSC-derived cancer stem cells by using conditional generative adversarial networks. This system with artificial intelligence (AI) accepts a normal image from a microscope and transforms it into a corresponding fluorescent-marked fake image. The AI system learns 10,221 sets of paired pictures as input. Consequently, the system's performance shows that the correlation between true fluorescent-marked images and fake fluorescent-marked images is at most 0.80. This suggests the fundamental validity and feasibility of our proposed system. Moreover, this research opens a new way for AI-based drug discovery in the process of iPSC-derived cancer stem cell detection.																	1343-0130	1883-8014				JAN	2020	24	1					134	141															
J								Exploratory Causal Analysis of Open Data: Explanation Generation and Confounder Identification	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										causal analysis; confounding; crowdsourcing; open data	MODELS	Open data are becoming increasingly available in various domains, and many organizations rely on making decisions according to data. Such decision making requires care to distinguish between correlations and causal relationships. Among data analysis tasks, causal relationship analysis is especially complex because of unobserved confounders. For example, to correctly analyze the causal relationship between two variables, the possible confounding effect of a third variable should be considered. In the open-data environment, however, it is difficult to consider all possible confounders in advance. In this paper, we propose a framework for exploratory causal analysis of open data, in which possible confounding variables are collected and incrementally tested from a large volume of open data. To the extent of the authors' knowledge, no framework has been proposed to incorporate data for possible confounders in causal analysis process. This paper shows an original way to expand causal structures and generate reasonable causal relationships. The proposed framework accounts for the effect of possible confounding in causal analysis by first using a crowdsourcing platform to collect explanations of the correlation between variables. Keywords are then extracted using natural language processing methods. The framework searches the related open data according to the extracted keywords. Finally, the collected explanations are tested using several automated causal analysis methods. We conducted experiments using open data from the World Bank and the Japanese government. The experimental results confirmed that the proposed framework enables causal analysis while considering the effects of possible confounders.																	1343-0130	1883-8014				JAN	2020	24	1					142	155															
J								Stepwise Noise Elimination for Better Motivational and Advisory Texts Classification	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										text classification; motivation; advisory systems; neural networks; dialogue systems		There is little research into designing artificial motivational agents. The end-goal of our studies is therefore to create a dialogue system that would motivate users to do their everyday tasks using natural language. In this paper, we present a method of distinguishing texts containing motivational advice from regular texts to sort out noise in training data for our dialogue system. We implemented a novel method of chaining two shallow networks together by utilizing the output results of the first network to determine the input for the second one. We achieved F-score of 0.94 and 0.97 with our proposed method. The contributions of this paper are threefold: first, we successfully identified 14 hand-crafted features that make a text motivational/advisory. Secondly, we were able to create a classifying algorithm that distinguishes motivational/advisory texts from regular ones. Finally, our proposed method can be applied to other text classification tasks.																	1343-0130	1883-8014				JAN	2020	24	1					156	168															
J								A Robot in a Human-Robot Group Learns Group Norms and Makes Decisions Through Indirect Mutual Interaction with Humans	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										social robotics; human-robot group; group norm; human-robot interaction		In this study, we investigate whether group norms occur in human-robot groups. At present, there are a number of studies that examine social robots' ways of responding, gesturing, and displaying emotion. However, sociality implies that robots not only exhibit human-like behaviors, but also display the tendency to adapt to a group of individuals. For robots to exhibit sociality, they must adapt to group norms without being told by the group members how to behave. Group norms refer to the unwritten, unspoken, and informal rules that are present in a group of individuals. In a previous study, we demonstrated that a robot model learned group norms in human groups [1]. In the present study, we investigate whether group norms occur in human-robot groups. To this end, we prepared quizzes with unclear and vague answers, and instructed participants to take the quizzes with the robot. The results of the quiz experiments demonstrated that the robot considered group norms in human-robot groups when making decisions; thus, group norms occurred in human-robot groups.																	1343-0130	1883-8014				JAN	2020	24	1					169	178															
J								Multiobjective great deluge algorithm with two-stage archive support	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE										Multiobjective optimization; Metaheuristics; Great deluge algorithm; Memory-based search	OPTIMIZATION ALGORITHM; EVOLUTIONARY ALGORITHM; GENETIC ALGORITHM; COLONY OPTIMIZATION; MEMORY; SEARCH; IMPLEMENTATION; HYBRID; SYSTEM	A multiobjective great deluge algorithm with a two-stage external memory support and associated search operators exploiting the experience accumulated in memory are introduced. The level based acceptance criterion of the great deluge algorithm is implemented based on the dominance of a new solution against its parent and archive elements. The novel two-stage memory architecture and the use of dominance-based level approach make it possible to exploit promising solutions that both lie on better Pareto fronts in objective space and that are diversely separated in variable space. In this respect, the first stage of the external memory is managed as a short-term archive that is updated frequently when a solution that dominates its parent or some individuals over the current Pareto front is extracted whereas the second stage is organized as a long-term memory that is updated only after a number of first stage insertions. The use of memory-based search supported by effective move operators and dominance-based implementation of level mechanism within the great deluge algorithm resulted in a powerful multiobjective optimization method. The success of the presented approach is illustrated using unconstrained (bound constrained) multiobjective test instances used in the CEC'09 contest of multiobjective optimization algorithms. Using the evaluation framework described in CEC'09 contest and in comparison to published results of well-known modern algorithms, it is observed that the presented approach performs better than majority of its competitors and is a powerful alternative for multiobjective optimization.																	0952-1976	1873-6769				JAN	2020	87								103239	10.1016/j.engappai.2019.103239													
J								Device free human gesture recognition using Wi-Fi CSI: A survey	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE										Human gesture recognition; Wi-Fi channel state information; Device free sensing; Model-based approaches; Learning-based approaches	INDOOR LOCALIZATION; INFORMATION; GLOVE	Device-free sensing of human gestures has gained tremendous research attention with the recent advancements in wireless technologies. Channel State Information (CSI), a metric of Wi-Fi devices adopted for device-free sensing achieves better recognition performance. This survey classifies the state of the art recognition task into device-based and device-free sensing methods and highlights advancements with Wi-Fi CSI. This paper also comprehensively summarizes the recognition performance of device-free sensing using CSI under two approaches: model-based and learning based approaches. Machine Learning and Deep Learning algorithms are discussed under the learning based approaches with its corresponding recognition accuracy. Various signal pre-processing, feature extraction, selection, and classification techniques that are widely adopted for gesture recognition along with the environmental factors that influence the recognition accuracy are also discussed. This survey presents the conclusion spotting the challenges and opportunities that could be explored in the device free gesture recognition using the CSI metric of Wi-Fi devices.																	0952-1976	1873-6769				JAN	2020	87								103281	10.1016/j.engappai.2019.103281													
J								Therapy-driven Deep Glucose Forecasting	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE										Diabetes; Forecasting; Prediction; Deep learning; LSTM	MODEL-PREDICTIVE CONTROL; FREE-LIVING CONDITIONS; CLOSED-LOOP CONTROL; ARTIFICIAL PANCREAS; INSULIN DELIVERY; CONTROL ALGORITHM; HOME-USE; TYPE-1; IDENTIFICATION; NIGHT	The automatic regulation of blood glucose for Type 1 diabetes patients is the main goal of the artificial pancreas, a closed-loop system that exploits continue glucose monitoring data to define an optimal insulin therapy. One of the most successful approaches for developing the artificial pancreas is the model predictive control, which exhibits promising results on both virtual and real patients. The performance of such controller is highly dependent on the reliability of the glucose-insulin model used for prediction purpose, which is usually implemented with classic mathematical models. The main limitation of these models consists in the difficulties of modeling the physiological nonlinear dynamics typical of this system. The availability of big amount of in silico and in vivo data moved the attention to new data-driven methods which are able to easily overcome this problem. In this paper we propose Deep Glucose Forecasting, a deep learning approach for forecasting glucose levels, based on a novel, two-headed Long-Short Term Memory implementation. It takes in input the previous values obtained through continue glucose monitoring, the carbohydrate intake, the suggested insulin therapy and forecasts the interstitial glucose level of the patient. The proposed architecture has been trained on 100 virtual adult patients of the UVA/Padova simulator, and tested on both virtual and real patients. The proposed solution is able to generalize to new unseen data, outperforms classical population models and reaches performance comparable to classical personalized models when fine-tuning is exploited on real patients.																	0952-1976	1873-6769				JAN	2020	87								103255	10.1016/j.engappai.2019.103255													
J								A combined entropy-based approach for a proactive credit scoring	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE										FinTech; Trust management; Business intelligence; Credit scoring; Data mining; Entropy	COLD-START PROBLEM; CLASSIFICATION ALGORITHMS; ENSEMBLE MODEL; SELECTION; AREA	Lenders, such as credit card companies and banks, use credit scores to evaluate the potential risk posed by lending money to consumers and, therefore, mitigating losses due to bad debt. Within the financial technology domain, an ideal approach should be able to operate proactively, without the need of knowing the behavior of non-reliable users. Actually, this does not happen because the most used techniques need to train their models with both reliable and non-reliable data in order to classify new samples. Such a scenario might be affected by the cold-start problem in datasets, where there is a scarcity or total absence of non-reliable examples, which is further worsened by the potential unbalanced distribution of the data that reduces the classification performances. In this paper, we overcome the aforementioned issues by proposing a proactive approach, composed of a combined entropy-based method that is trained considering only reliable cases and the sample under investigation. Experiments done in different real-world datasets show competitive performances with several state-of-art approaches that use the entire dataset of reliable and unreliable cases.																	0952-1976	1873-6769				JAN	2020	87								103292	10.1016/j.engappai.2019.103292													
J								A powerful variant of symbiotic organisms search algorithm for global optimization	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE										Symbiotic organisms search; Quasi-oppositional based learning; Chaotic theory; Local search; Benchmark function; Engineering design; Global optimization	AUTOMATIC VOLTAGE REGULATOR; HYBRID GENETIC ALGORITHM; PID CONTROLLER; PERFORMANCE ANALYSIS; EFFICIENT DESIGN; OPPOSITION	This paper suggests a new variation to the existing symbiotic organisms search (SOS) algorithm developed by simulating three symbiotic strategies of mutualism, commensalism and parasitism used by the organisms. In the revised version called improved SOS (ISOS), the theory of quasi-oppositional based learning is employed during generation of initial population and in the parasitism phase to raise the possibility of getting closer to high-quality solutions. An efficient alternative for parasitism phase is also presented. The two upgraded parasitism strategies avoid the over exploration issue of original parasitism phase that causes unwanted longtime search in the inferior search space as the solution is already refined. To guide the algorithm perform an exhaustive search around the best solution in attempting to further improve the search model of ISOS, a chaotic local search based on the piecewise linear chaotic map is coupled into the proposed algorithm. Twentysix benchmark functions and three engineering design problems are tested and a contrast with other popular metaheuristics is widely established. Comparative results substantiate the great contribution of proposed ISOS algorithm in solving various optimization problems with superior global search capability and convergence characteristics which render it useful in handling global optimization problems.																	0952-1976	1873-6769				JAN	2020	87								103294	10.1016/j.engappai.2019.103294													
J								Group decision making under generalized fuzzy soft sets and limited cognition of decision makers	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE										Group decision making; Generalized fuzzy soft set; Bonferroni mean operator; Similarity; Cognition	SUPPLIER SELECTION; MEAN OPERATORS; ROUGH SET; INFORMATION	Typically, the decision making process assumes that the decision maker's cognition for all aspects of a problem is the same. However, inadequate experience, lack of knowledge, and time suggest otherwise. Therefore, to recognize the impact of the decision maker's cognition on the validity of the information provided, this paper develops a fuzzy group decision making method based on the generalized fuzzy soft set (GFSS). We apply the Bonferroni mean operators to develop the GFSS Bonferroni mean operator, which can be used for aggregating the information gleaned from the decision makers into collective information, and we construct the GFSS to revise the information provided by the decision makers (DMs). A similarity measure between the GFSSs is proposed and is used to identify the DMs' weights. Finally, an illustrative example highlights the proposed method and demonstrates the solution characteristics.																	0952-1976	1873-6769				JAN	2020	87								103344	10.1016/j.engappai.2019.103344													
