PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								iHBP-DeepPSSM: Identifying hormone binding proteins using PsePSSM based evolutionary features and deep learning approach	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Hormone binding proteins; Pseudo position-specific score matrix; Deep neural network; Sequential forward selection; Support vector machine	NEURAL-NETWORKS; WEB SERVER; IDENTIFICATION; PREDICTION; CLASSIFICATION; INFORMATION; DNA; PLASMA	Hormone binding proteins (HBPs) are soluble carrier proteins that can non-covalently and selectively interact with the human hormone. HBPs plays a significant role in human life, but its functions are still unclear. Conventional experimental approaches are deemed ineffective due to its high time processing time and cost. Due to the rapid increases in protein sequences, truly characterization of HBPs has become a challenging task for investigators. Measuring the effectiveness of HBPs on the human body, an accurate and reliable intelligent model is desirable for the identification of hormone-binding proteins. In this paper, high discriminative evolutionary features are extracted using a position-specific scoring matrix (PSSM) and Pseudo position-specific scoring matrix (PsePSSM). On the other hand, to reflect the intrinsic correlation and sequence order information, Series Correlation Pseudo Amino Acid Composition (SC-PseAAC) is also applied. Furthermore, to reduce the computational time and to eradicate irreverent and noisy features, the Sequential forward selection and Support Vector Machine (SFS-SVM) based ensemble approach is applied to select optimal features. Furthermore, various diverse nature of learning algorithms is utilized to select the best operational engine for our proposed model. After evaluating the empirical outcomes, deep neural network using optimal PsePSSM features obtained remarkable results. Whereas, our proposed iHBP-DeepPSSM achieved an accuracy of 94.41%, 92.31%, and 90.48% using the training dataset, and independent datasets (S2 and S3), respectively. It is observed that iHBP-DeepPSSM shows an outstanding improvement compared to literature methods. It is expected that the developed model may be played a useful role in research academia as well as proteomics and drug development. The source code and all datasets are publicly available at https://www.github.com/salman-khan-mrd/iHBP-DeepPSSM																	0169-7439	1873-3239				SEP 15	2020	204								104103	10.1016/j.chemolab.2020.104103													
J								Clustering of mixed datasets using deep learning algorithm	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Deep learning; Mixed data; Generative adversarial networks; Clustering loss		The performance of a clustering algorithm is highly dependent on the quality and quantity of the training dataset. Deep learning is one of the most popular and successful technique for clustering of datasets with high quality. Typically, most of the datasets contain mixed numeric and categorical data attributes. The clustering of such different types of data is a complex issue. Deep learning methods, the state-of-the-art classifiers, with better learning procedures and computational resources, can fill these gaps. To improve the robustness of clusters, we propose a Constraint-Based Deep Convolutional Generative Adversarial Network (CB-DCGANs) framework for generating simulated data to augment the training set to improve the performance of the clustering algorithm. We evaluated the performance of an end-to-end Deep Convolutional Neural Network (DCNN) in detecting the clusters from given datasets. The results from CB-DCGANs with DCNN yielded baseline accuracies of 0.8853 for heart disease dataset. In chemoinformatics datasets proposed algorithm yielded accuracies of 0.965 for kaggle dataset, 0.987 for factors dataset, 0.952 for kinase dataset. This study shows that using generative adversarial networks for clustering augmentation can significantly improve performance, especially in real-life applications.																	0169-7439	1873-3239				SEP 15	2020	204								104123	10.1016/j.chemolab.2020.104123													
J								New reduced kernel PCA for fault detection and diagnosis in cement rotary kiln	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Principal component analysis; Kernel PCA; Reduced KPCA; Redundancy; Euclidean distance; Fault detection; Cement rotary kiln	PRINCIPAL COMPONENT ANALYSIS; SELECTION; NUMBER; KPCA	Fault detection and diagnosis (FDD) based on data-driven techniques play a crucial role in industrial process monitoring. It intends to promptly detect and identify abnormalities and enhance the reliability and safety of the processes. Kernel Principal Component Analysis (KPCA) is a powerful FDD based data-driven method. It has gained much interest due to its ability in monitoring nonlinear systems. However, KPCA suffers from high computing time and large storage space when a large-sized training dataset is used. So, extracting and selecting the more relevant observations could provide a good solution to high computation time and memory requirements costs. In this paper, a new Reduced KPCA (RKPCA) approach is developed to address that issue. It aims to preserve one representative observation for each similar and selected Euclidean distance between training samples. Afterwards, the obtained reduced training dataset is used to build a KPCA model for FDD purposes. The developed RKPCA scheme is tested and evaluated across a numerical example and an actual involuntary process fault and various simulated sensor faults in a cement plant. The obtained results show high monitoring performance with highest robustness to false alarms and maximum fault detection sensitivity compared to conventional PCA, KPCA and other well-established RKPCA techniques. Furthermore, the unified contribution plot method demonstrates superior potentials in identifying faulty variables.																	0169-7439	1873-3239				SEP 15	2020	204								104091	10.1016/j.chemolab.2020.104091													
J								Near-infrared fault detection based on stacked regularized auto-encoder network	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Near infrared spectroscopy; Auto-encoder; Regularization; Softmax regression; Fault detection	SPECTROSCOPY; MACHINE	Near-infrared spectroscopy as a fast, efficient, non-destructive, and non-polluting technology is employed in this paper to acquire process data at the molecular level to detect the process fault. Due to the high intrinsic dimension, information redundancy, multiple linear correlations between variables and high-sensitiveness of spectral data, stacked auto-encoder as an unsupervised learning method is utilized. In addition, for avoiding over fitting of these auto-encoders and making the model more general, L2 regularization term is employed. To realize the detection and classification of multi-class faults, the softmax regression is adopted as a multi-classification algorithm. Finally, the eligibility of the mentioned neural network is investigated through a crude oil desalination and dehydration process. Nonlinear dimensional reduction of spectral data with minimizing the information loss during data compression, high accuracy, and mull-class fault detection with good visualization of its decision edge are three main advantages of the proposed fault detection method comparing with existing methods.																	0169-7439	1873-3239				SEP 15	2020	204								104101	10.1016/j.chemolab.2020.104101													
J								Prediction of a wellhead separator efficiency and risk assessment in a gas condensate reservoir	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Separation percentage; Gas condensate; Wellhead separator; ANN; ANFIS; Risk assessment	ARTIFICIAL NEURAL-NETWORK; FUZZY; OIL	In this paper artificial neural network (ANN) and adaptive neuro-fuzzy inference system (ANFIS) were applied to predict the separation percentage of gas and gas condensate in a wellhead separator in Naar oil field (Boushehr province, IRAN). The operating parameters including valve opening percentage, gas flow, design pressure, and design temperature are considered as the inputs of the models. The accuracy of the proposed models were evaluated using statistical parameters such as correlation coefficient (R-2), average percent relative error (APRE), average absolute percent relative error (AAPRE), and root mean square error (RMSE). Based on the achieved data, R-2 values were 0.9691 and 0.9807 for ANN and ANFIS models, respectively, while the values of RMSE were 6.117 and 4.57 for the applied models, which denote the higher accuracy of ANFIS model. Moreover, risk analyzing and consequence assessment of probable explosion of separator using PHAST (Process Hazard Analysis Software) software showed that inspection of separators is very important. Considering the calculated results, it can be concluded that ANFIS was better than ANN in prediction of gas and gas condensate separation percentages, since its output showed higher affinity to the real data. Generally, the findings obtained from the current work suggest that it is possible to predict the separation efficiency of a wellhead separator using intelligent systems.																	0169-7439	1873-3239				SEP 15	2020	204								104084	10.1016/j.chemolab.2020.104084													
J								A mutual information-based Variational Autoencoder for robust JIT soft sensing with abnormal observations	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Variational autoencoder; Mutual information; Just-in-time learning; Outliers; Missing data	SENSORS; REGRESSION	Considering industrial process with high-dimensional, intrinsic nonlinearities and possibly abnormal observations, a robust deep learning soft sensor model is developed under the just-in-time learning framework. As an unsupervised deep learning approach, Variational Autoencoder (VAE) has been successfully applied to soft sensing problems owing to its ability to describe the latent representations by probability distributions. In this work, to construct high performance soft sensor model, mutual information (MI) is first introduced for input variable selection. By further incorporating MI as weights on variable of the traditional VAE model, a MI-based output-relevant VAE is developed. For each new sample that arrives, by utilizing Symmetric Kullback-Leibler (SKL) divergence, its relevance with historical samples is determined. Based on the SKL divergence, the input samples that are most relevant to the query sample can be collected. The selected historical input samples and corresponding output samples are employed to build a Gaussian process regression (GPR) local model. Expectation maximation (EM) algorithm is utilized to deal with the nonlinearity and abnormal output observations in GPR local model simultaneously for robustness of the soft sensors. Numerical simulations and a benchmark process are employed to validate the effectiveness of the proposed soft sensor, which demonstrates its superior performance over traditional approaches.																	0169-7439	1873-3239				SEP 15	2020	204								104118	10.1016/j.chemolab.2020.104118													
J								Ozone concentrations prediction in Lanzhou, China, using chaotic artificial neural network	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Ozone; Air pollution; Chaotic system; Prediction model; Artificial neural network; Local	GROUND-LEVEL OZONE; NITROGEN-OXIDES; URBAN; MODEL; VOCS; POLLUTION; IMPACT; AREA; NOX	Among the important industrial cities in western China, Lanzhou has made great progress during recent years with its economic development policy. However, it has been accompanied by air pollution, particularly ozone (O-3) concentrations, which have adverse effects on the environment and human beings. Using Lanzhou as a research sample, chaotic artificial neural network (CANN) was used to establish an ozone concentrations prediction model. Meanwhile, several parameters were considered, such as the ozone concentrations by day at four monitoring stations from 2016 to 2018; sulfur dioxide (SO2), nitrogen dioxide (NO2), O-3, fine particulate matter with an aerodynamic diameter of 2.5 mu m or less (PM2.5), and fine particulate matter with an aerodynamic diameter of 10 mu m or less (PM10) concentrations over the same hours; temperature, humidity, instantaneous wind speed and direction. Seventy percent of the data were used to train CANN, 30% for testing, and back propagation (BP) network, artificial neural network (ANN), multiple linear regression (MLR) model were used for comparison. The results show that CANN has the smallest root mean squared error (RMSE) and a coefficient of correlation (R-2) near 1 compared with BP, ANN and MLR, and this means CANN can provide exact prediction result for pollution treatment in Lanzhou.																	0169-7439	1873-3239				SEP 15	2020	204								104098	10.1016/j.chemolab.2020.104098													
J								Sparse Bayesian learning approach for baseline correction	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Raman spectroscopy; Baseline correction; Sparse Bayesian learning (SBL); Sparse representation	SIGNAL RECONSTRUCTION; WAVELET TRANSFORM; ALGORITHMS	Spectral techniques in analytical chemistry are often affected by baselines in practical implementation. Without baseline correction, the accuracy of the qualitative/quantitative analytical results may degrade substantially. Sparse representation has been applied to baseline correction recently, which can provide state-of-the-art performance. However, it suffers from possible performance degradation when realized using l(1)-norm approximation. To significantly improve the performance for baseline correction, a sparse Bayesian learning (SBL) framework for joint pure spectrum fitting and baseline correction is presented in this work. Since the SBL framework provides high flexibility to tackle the minimum l(0)-norm problem instead of the l(1)-norm approximation, it is possible to yield higher baseline correction accuracy. Moreover, the proposed method has an inherent learning capability, so no additional regularization terms are required. Note that the sparse representation performance would degrade if the grid points used in dictionary matrix are not sufficiently dense. Therefore, we further consider grid points as adjustable parameters and then adopt a grid refinement technique to handle the off-grid gap. Results on both simulated and real datasets reveal substantial performance improvement of the proposed SBL-based method over the existing schemes on baseline correction.																	0169-7439	1873-3239				SEP 15	2020	204								104088	10.1016/j.chemolab.2020.104088													
J								Edge detection of heterogeneity in transmission images based on frame accumulation and multiband information fusion	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Multiband information fusion; Frame accumulation; Edge detection; Grayscale resolution; Scattering; Breast tumor	BREAST-CANCER; MAMMOGRAPHY; IMPROVEMENT; DIAGNOSIS; CONTRAST; DENSITY; TISSUE; RISK; CCD	In optical transmission imaging, even a very thin layer of a scattering material can appear opaque make the image blurry, which restricts the positioning of heterogeneity in transmission images. Aiming at the problem, an exploratory method based on frame accumulation and multiband information fusion was proposed and proven, which can be used to detect the edge of heterogeneity in transmission images. Treating the trichromatic image as an example, the following experiment was designed: Firstly, the transmission video of phantom is collected by camera. Then, single-band images are decoded at "R\G\B" and further accumulated by frame accumulation technology to obtain the image with high grayscale level, respectively. Lastly, the information fusion of the three single-band images is realized through neural network, and further the edge could be detected by the established model. The experimental result shows that the heterogeneity edge can be detected more accurately by this method. Therefore, the validity of this method for detecting heterogeneity in transmission images is demonstrated. It is expected to provide an idea for the future clinical diagnosis of breast tumor by transmission method.																	0169-7439	1873-3239				SEP 15	2020	204								104117	10.1016/j.chemolab.2020.104117													
J								An ADMM-based algorithm with minimum dispersion regularization for on-line blind unmixing of hyperspectral images	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS										Hyperspectral imaging; Pushbroom acquisition system; On-line unmixing; Alternating direction method of multipliers; Minimum dispersion regularization	NONNEGATIVE MATRIX FACTORIZATION; MINIMIZATION; PARTS	Pushbroom imaging systems are emerging techniques for real-time acquisition of hyperspectral images. These systems are frequently used in industrial applications to control and sort products on-the-fly. In this paper, the online hyperspectral image blind unmixing is addressed. We propose a new on-line method based on Alternating Direction Method of Multipliers (ADMM) approach, adapted to pushbroom imaging systems. Because of the generally ill-posed nature of the unmixing problem, we impose a minimum endmembers dispersion regularization to stabilize the solution; this regularization can be interpreted as a convex relaxation of the minimum volume regularization and therefore, presents interesting optimization properties. The proposed algorithm presents faster convergence rate and lower computational complexity compared to the algorithms based on multiplicative update rules. Experimental results on synthetic and real datasets, and comparison to state-of-the-art algorithms, demonstrate the effectiveness of our method in terms of rapidity and accuracy.																	0169-7439	1873-3239				SEP 15	2020	204								104090	10.1016/j.chemolab.2020.104090													
