PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								INTELLIGENT CONVOLUTIONAL MESH-BASED ENCRYPTION TECHNIQUE AUGMENTED WITH FUZZY MASKING OPERATIONS	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Encryption technique; Convolutional mesh-based mapping; Substitution/Inverse substitution methods; Block encoding/decoding; Block diffusion; Key expansion	AES	In this digitally-led world, users either digitally store or transmit their sensitive information. This information is vulnerable to all types of threats unless properly secured. In this paper, we address the problem by presenting a new encryption technique. The proposed technique introduces several processes and operations that make it extremely effective. First, the substitution process makes deep changes to its input, thereby greatly weakening the relationship between the input and the output. Second, the diffusion processes highly increase the avalanche effect. Third, the technique intelligently inserts random noises in the encryption to further increase the ciphertext confusion. Fourth, the technique presents highly effective encoding operation that adds further diffusion to the ciphertext. The conducted experiments on our prototype implementation showed that our technique is effective and passed important security tests.																	1349-4198	1349-418X				FEB	2020	16	1					257	282		10.24507/ijicic.16.01.257													
J								A TRANSFORMED SALP SWARM ALGORITHM ON CONTAINER DEPLOYMENT PROBLEM	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Transformed salp swarm algorithm; Tent chaotic distribution; Nonlinear convergence factor; Microservice architecture; Container deployment	OPTIMIZER	Salp Swarm Algorithm (SSA) is a meta-heuristic algorithm for solving single-objective optimization problems with satisfying performance in the exploration phase. However, the accuracy in the exploitation phase still remains a problem to be solved. The paper presented a Transformed SSA (TSSA). Firstly, the tent chaotic sequence was used to guarantee the uniformity of solution distribution. Secondly, the exploration mode was changed to improve the accuracy of solutions. Lastly, an improved exploitation mode was introduced to supplant the original way. The TSSA was compared with PSO algorithm and multiple newly-proposed heuristic algorithms in 29 widely-accepted test functions. We also applied the proposed TSSA to container deployment problem in a microservice architecture; in this scenario, each microservice ran in an isolated docker container. The results of these experiments demonstrated that TSSA performed better than other algorithms in most test functions and the container deployment problem.																	1349-4198	1349-418X				FEB	2020	16	1					283	299		10.24507/ijicic.16.01.283													
J								VISUAL TRACKING-BASED HAND GESTURE RECOGNITION USING BACKPROPAGATION NEURAL NETWORK	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Hand gesture; Color filter; Visual tracking; Backpropagation neural network		This article proposed a hand gesture recognition using backpropagation neural network based on visual tracking. The proposed algorithm is passed through three stages, namely, hand region extraction, hand feature extraction and hand gesture recognition. The hand region is extracted from the background using skin color detection based on YCbCr color filter. The extracted hand region is then converted to gray scale and binary image to speed up processing time. The hand feature is obtained from the binary image of the detected hand region by dividing the feature into six regions. The last stage is the recognition of the hand gesture which is performed based on the backpropagation neural network. The six regions of the hand feature of each gesture become the input data of the neural network. In order to accommodate the six regions of the hand feature, the proposed method implemented six nodes on the input layer. Number of the hidden layers is two with ten nodes on each. The output layer has four nodes to accommodate ten output of the recognitions process. The hand gestures to be recognized are a set of ten hand gestures, namely: Stop, One, Two, Three, Four, Hello, Yes, No, OK and Call. The experiments on each hand gesture showed that our proposed algorithm can reach the good performance of recognition rate with minimum result of 80%, maximum result of 947 and average result of 86.67%.																	1349-4198	1349-418X				FEB	2020	16	1					301	313		10.24507/ijicic.16.01.301													
J								3D ONLINE PATH PLANNING OF UAV BASED ON IMPROVED DIFFERENTIAL EVOLUTION AND MODEL PREDICTIVE CONTROL	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Path planning; Model predictive control; Artificial potential field; Differential evolution; Unmanned aerial vehicle		This paper presents an efficient 3D online path planning algorithm for UAV flying in partially known environment. The algorithm integrates model predictive control (MPC) and differential evolution (DE) as the planning strategy. In the initial stage, the artificial potential field (APF) model is developed to describe the mutual effect between the UAV and the surrounding environments. Afterwards, a novel objective function is proposed to address the optimization problem of multi-objective and multi-constraints, which take into account the path length, the smoothness degree of a path and the safety of a path. In addition, the multiple constraints based on the realistic scenarios are taken into account, including maximum acceleration, maximum velocity, map and threat constraints. Then, the improved differential evolution algorithm based on the theory of MPC, is developed to optimize the objective function to find the optimal path. Finally, to show the high performance of the proposed method, we compare the proposed algorithm with the existing optimization algorithms and several extended algorithms. The results reveal that the proposed algorithm not only produces an optimal plan for UAV in a local known 3D environment, but also has better performances in terms of running time and stability.																	1349-4198	1349-418X				FEB	2020	16	1					315	329		10.24507/ijicic.16.01.315													
J								A NEW APPROACH TO GENERATE MULTI S-BOXES BASED ON RNA COMPUTING	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Multi S-box; RNA; Bio-computing; DNA map rules	ENCRYPTION; CHAOS	Many scientists have tried to design new security methods in the domains of cryptography and steganography that are inspired by biological techniques, such as Deoxyribose Nucleic Acid (DNA), Ribonucleic Acid (RNA), Messenger RNA (mRNA), and other bio-molecular methods. Encryption techniques are typically applied to preserving the confidentiality of data, and this work aims to increase the protection of data through modern cryptographic methods. Based on DNA computing, our approach increases confusion through the design of multiple S-boxes. First, a new mRNA-based S-box generates different S-boxes for each user, and a secret key recursively creates these S-boxes until obtaining the required number of S-boxes. This proposed design passes S-box test criteria effectively, including invertibility, balance, completeness, avalanche, and strict avalanche. When changing only one bit in the key used to generate the S-boxes, the results show the newly constructed S-box changes with approximately 99% differences from the original. With comparisons between our technique to other searches, we found it converges to an optimal solution faster in abstracted steps. This new method can be leveraged in block cipher algorithms, such as AES, DES, and Ghost.																	1349-4198	1349-418X				FEB	2020	16	1					331	348		10.24507/ijicic.16.01.331													
J								STRATEGIC ANALYSIS IN MARKOVIAN QUEUES WITH A SINGLE WORKING VACATION AND MULTIPLE VACATIONS	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Queueing systems; Equilibrium strategies; Multiple vacations; Working vacation; Social welfare	EQUILIBRIUM BALKING STRATEGIES; SOCIAL OPTIMIZATION; QUEUING SYSTEM; M/M/1 QUEUE; BEHAVIOR; SERVER	This paper considers the customers' equilibrium behavior in Markovian queues with a single working vacation and multiple vacations. That is, if there are customers in the queue upon the end of the working vacation, the new regular busy period will start. Otherwise, the server begins a classical vacation. Arriving customers decide whether to join the system or balk based on the system states and a linear reward-cost structure. Firstly, we study the expected sojourn time of customers in the fully observable and almost observable queues. Secondly, we derive equilibrium strategies for the customers for two cases and analyze the customers' strategic behavior and social welfare under these strategies. Finally, the effect of the information levels as well as system parameters on equilibrium strategies and social welfare are illustrated by numerical examples. We observe that equilibrium thresholds for the almost observable queues are contained within the range between thresholds for the fully observable queues. Moreover, we also find that the state of the server informed to the customers is not necessarily beneficial to social welfare.																	1349-4198	1349-418X				FEB	2020	16	1					349	366		10.24507/ijicic.16.01.349													
J								THE DIGITAL IMAGE WATERMARKING SCHEME USING LOW FREQUENCY CONSTRUCTION AND HISTOGRAM	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Image watermarking; Robust watermarking; Histogram; Low frequency construction	ROBUST; DCT; EXPANSION; TRANSFORM; DWT; SVD	In order to protect the copyright authority of important digital images, the non-blind watermarking scheme is allowed. In this paper, we propose a histogram based non-blind watermarking scheme with high robustness. We consider constructing or enhancing the feature of low frequency in the carrier image when embedding the watermark by modifying the value of pixels according to the histogram. In the traditional histogram based watermarking scheme, the selection of modified pixels often adopts the random selection method, which will cause the noise texture in the image. The traditional transform domain based watermarking scheme will also generate objectionable texture features in the carrier image. By calculating the weights of pixels at different positions, we choose the most suitable pixel to modify. The modified pixel will be equal or close to the surrounding pixels after the modifying. The region with equal or close pixel values can form a feature of low frequency. And the feature of low frequency is very robust to many attacks. Experiments show that the proposed method can effectively deal with compression, scaling, and noise attacks, and can resist rotation attacks in a certain extent.																	1349-4198	1349-418X				FEB	2020	16	1					367	384		10.24507/ijicic.16.01.367													
J								CONTROLLABILITY AND OBSERVABILITY FOR A CLASS OF DYNAMIC SYSTEMS WITH INTERNAL CAUSES	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Dynamic system; Internal cause; Controllability; Observability	LOCAL OBSERVABILITY	In this paper, controllability and observability are investigated for a dynamic system with an internal cause. The dynamic system is represented as a nonlinear model which is linearized to a linear one by a Taylor expansion method. Moreover, Gramian and rank criteria are developed to analyze the controllability and observability for the dynamic system. Based on the developed criteria, logical relationships of input-state and state-output can be analyzed profoundly for the dynamic system. Finally, an example is provided to verify the controllability and observability conclusions.																	1349-4198	1349-418X				FEB	2020	16	1					385	393		10.24507/ijicic.16.01.385													
J								ROUTING RESOURCES REDUCTION OF VIRTUAL FPGA FOR SPECIFIC APPLICATION SETS	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Reconfigurable computing; Overlay; Virtual FPGA; Routing	ARCHITECTURE	A fine-grained FPGA overlay is a virtual device layer (vFPGA) implemented on a physical commercial FPGA. A vFPGA can provide advantages such as bitstream portability and design that works with third-party CAD tools. However, present vFPGAs impose large resource and performance overheads on the underlying FPGA. In this work, we focus on reducing these resource overheads by implementing an application-specific routing architecture for vFPGAs. Because the routing circuits occupy the majority of resources of typical FPGAs, removing routing channels not used for a given application set can significantly reduce the resources required for a vFPGA. By evaluating the proposed application-specific routing, using our previously proposed scalable-logic-module (SLM) architecture on 5 x 5 tile array of 7-input logic elements, our approach reduces the number of lookup tables and flip-flop gates required on the physical FPGA by 40% and 39%, respectively.																	1349-4198	1349-418X				FEB	2020	16	1					395	403		10.24507/ijicic.16.01.395													
J								GENERATION OF ADVERSARIAL EXAMPLES USING ADAPTIVE DIFFERENTIAL EVOLUTION	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL										Adversarial examples; Differential evolution; JADE		Deep neural networks (DNNs) were shown to be vulnerable to adversarial examples which contain small perturbations. Attacks based on adversarial examples can be classified as either white-box or black-box attacks. In the white box attacks the adversary has complete knowledge about the model being attacked. Black-box attacks are perfromed without any internal model information. As one of the black-box attacks on computer vision, a method of generating adversarial examples using differential evolution (DE) has been reported. DE is as a stochastic direct search method using population, and enables to generate adversarial examples without having access to any information about the network parameter values or their gradients. In this paper, we generate adversarial examples using JADE, which is a variant of adaptive DE. JADE employs a control parameter adaptation mechanism and exhibits high accuracy and rapid convergence in various optimization problems. The effectiveness of the generation of adversarial examples using JADE is examined and discussed by experiments of adversarial attacks against state-of-the-art DNNs.																	1349-4198	1349-418X				FEB	2020	16	1					405	414		10.24507/ijicic.16.01.405													
