PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Automatic Segmentation of Liver from CT Scans with CCP-TSPM Algorithm	INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE										Liver segmentation; automatic segmentation; deformable model; CCP-TSPM	CONVOLUTIONAL NEURAL-NETWORK	With the increase in the morbidity of liver cancer and its high mortality rate, liver segmentation in abdominal computed tomography (CT) scan images has received extensive attention. Segmentation results play an important role in computer-assisted diagnosis and therapy. However, it remains a challenging task because of the complexity of the liver's anatomy, low contrast between the liver and its adjacent organs, and presence of lesions. This study presents an automatic method for liver segmentation from CT scan images based on the convex-concave point for tree structured part model (CCP-TSPM). First, TSPM is utilized as a coarse segmentation tool for capturing the topological shape variation. Then, the proposed CCP is implemented to adjust the position between adjacent points dynamically. As a result, the CCP-TSPM can locate the liver boundary adaptively. Furthermore, color space data provide abundant feature information, which can further improve the method's effectiveness and efficiency. Finally, the curve is evolved by an iteration level set function to obtain the fine segmentation results. The experimental results show that the proposed method can extract the liver boundary successfully. Furthermore, a comparison of the results with those of the state-of-the-art methods demonstrates the superior performance of the proposed method.																	0218-0014	1793-6381				DEC 31	2019	33	14							1957005	10.1142/S0218001419570052													
J								Spatial Error Concealment by Jointing Gauss Bayes Model and SVD for High Efficiency Video Coding	INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE										Gaussian process regression; error concealment; SVD; confidence	SHAPE INFORMATION; IMAGE	This paper proposes a novel sparsity-based error concealment (EC) algorithm which integrates the Gauss Bayes model and singular value decomposition for high efficiency video coding (HEVC). Under the sequential recovery framework, pixels in missing blocks are successively reconstructed in Gauss Bayes mode. We find that the estimation error follows the Gaussian distribution in HEVC, so the error pixel estimation problem can be transferred to a Bayesian estimation. We utilize the singular value decomposition (SVD) technique to select sample pixels, which yields high estimation accuracy and reduces estimation error. A new recovery order based on confidence is established to resolve the error propagation problem. Compared to other state-of-the-art EC algorithms, experimental results show that the proposed method gives better reconstruction performance in terms of objective and subjective evaluations. It also has significantly lower complexity.																	0218-0014	1793-6381				DEC 31	2019	33	14							1954037	10.1142/S0218001419540375													
J								Support Vector Machine Optimized Using the Improved Fish Swarm Optimization Algorithm and Its Application to Face Recognition	INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE										Support vector machine; fish swarm optimization algorithm; face recognition; feature extraction	KERNEL; SELECTION	Support vector machine (SVM) is always used for face recognition. However, kernel function selection is a key problem for SVM. This paper tries to make some contributions to this problem with focus on optimizing the parameters in the selected kernel function to improve the accuracy of classification and recognition of SVM. Firstly, an improved artificial fish swarm optimization algorithm (IAFSA) is proposed to optimize the parameters in SVM. In the improved version of artificial fish swarm optimization algorithm, the visual distance and the step size of artificial fish are adjusted adaptively. In the early stage of convergence, artificial fish are widely distributed, and the visual distance and step size take larger values to accelerate the convergence of the algorithm. In the later stage of convergence, artificial fish gathered gradually, and the visual distance and the step size were given small values to prevent oscillation. Then the optimized SVM is used to recognize face images. Simultaneously, in order to improve the accuracy rate of face recognition, an improved local binary pattern (ILBP) is proposed to extract features of face images. Numerical results show the advantage of our new algorithm over a range of existing algorithms.																	0218-0014	1793-6381				DEC 31	2019	33	14							1956010	10.1142/S021800141956010X													
J								Technoperformances: using metaphors from the performance arts for a postphenomenology and posthermeneutics of technology use	AI & SOCIETY										Technoperformance; Postphenomenology; Posthermeneutics; Performance; Movement; Sociality; Temporality; Metaphor; Technology; Philosophy of technology; Dance; Theatre; Music	PHENOMENOLOGY	Postphenomenology and posthermeneutics as initiated by Ihde have made important contributions to conceptualizing understanding human-technology relations. However, their focus on individual perception, artifacts, and static embodiment has its limitations when it comes to understanding the embodied use of technology as (1) involving bodily movement, (2) social, and (3) taking place within, and configuring, a temporal horizon. To account for these dimensions of experience, action, and existence with technology, this paper proposes to use a conceptual framework based on performance metaphors. Drawing on metaphors from three performance arts-dance, theatre, and music-and giving examples from social media and other technologies, it is shown that we can helpfully describe technology use and experience as performance involving movement, sociality, and temporality. Moreover, it is argued that these metaphors can also be used to reformulate the idea that in such uses and experiences, now understood as "technoperformances", technology is not merely a tool but also takes on a stronger, often non-intended role: not so much as "mediator" but as choreographer, director, and conductor of what we experience and do. Performance metaphors thus allow us to recast the phenomenology and hermeneutics of technology use as moving, social, and temporal-indeed historical-affair in which technologies take on the role of organizer and structurer of our performances, and in which humans are not necessarily the ones who are fully in control of the meanings, experiences, and actions that emerge from our engagement with the world, with technology, and with each other. This promises to give us a more comprehensive view of what it means to live with technology and how our lives are increasingly organized by technology-especially by smart technologies. Finally, it is argued that this has normative implications for an ethics and politics of technology, now understood as an ethics and politics of technoperformances.																	0951-5666	1435-5655				SEP	2020	35	3					557	568		10.1007/s00146-019-00926-7		DEC 2019											
J								Constrained representation learning for recurrent policy optimisation under uncertainty	ADAPTIVE BEHAVIOR										Policy optimisation; auto-encoder; representation learning; partially observable Markov decision process		Learning to make decisions in partially observable environments is a notorious problem that requires a complex representation of controllers. In most work, the controllers are designed as a non-linear mapping from a sequence of temporal observations to actions. These problems can, in principle, be formulated as a partially observable Markov decision process whose policy can be parameterised through the use of recurrent neural networks. In this paper, we will propose an alternative framework that (a) uses the Long-Short-Term-Memory (LSTM) Encoder-Decoder framework to learn an internal state representation for historical observations and then (b) integrates it into existing recurrent policy models to improve the task performance. The LSTM Encoder encodes a history of observations as input into a representation of internal states. The LSTM Decoder can perform two alternative decoding tasks: predicting the same input observation sequence or predicting future observation sequences. The first proposed decoder acts like an auto-encoder that will guide and constrain the learning of a useful internal state for the policy optimisation task. The second proposed decoder decodes the learnt internal state by the encoder to predict future observation sequences. This idea makes the network act like a non-linear predictive state representation model. Both these decoding parts, which introduce constraints to policy representation, will help guide both the policy optimisation problem and latent state representation learning. The integration of representation learning and policy optimisation aims to help learn more complex policies and improve the performance of policy learning tasks.																	1059-7123	1741-2633														1059712319891641	10.1177/1059712319891641		DEC 2019											
J								The minimum cost consensus model considering the implicit trust of opinions similarities in social network group decision-making	INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS										consensus opinions; social network group decision-making; the minimum cost consensus model; trust relationships	SOFT CONSENSUS; FEEDBACK; DYNAMICS	The social network group decision-making is popular due to the advantages of social relationships in the consensus reaching process, especially the trust relationships. To explore the effects of trust on consensus, some minimum cost consensus models are proposed based on implicit trust between individuals and the moderator. The implicit trust is computed based on the similarity of opinions and it is implied into the traditional minimum cost consensus model to obtain a new quadratic programming problem and the related dual problem. The weights of individuals can be determined based on implicit trust and can be used to modify the possible deviations among individuals' adjustment costs. A numerical example and the comparative analysis are given to analyze the effectiveness of the proposed models, which suggests that individuals are willing to give up some benefit to reach consensus due to their implicit trust to the moderator and make minor revisions to their adjustment costs due to their implicit trust to each other.																	0884-8173	1098-111X				MAR	2020	35	3					470	493		10.1002/int.22214		DEC 2019											
J								Trend following deep Q-Learning strategy for stock trading	EXPERT SYSTEMS										deep learning; reinforcement learning; trend following		Computers and algorithms are widely used to help in stock market decision making. A few questions with regards to the profitability of algorithms for stock trading are can computers be trained to beat the markets? Can an algorithm take decisions for optimal profits? And so forth. In this research work, our objective is to answer some of these questions. We propose an algorithm using deep Q-Reinforcement Learning techniques to make trading decisions. Trading in stock markets involves potential risk because the price is affected by various uncertain events ranging from political influences to economic constraints. Models that trade using predictions may not always be profitable mainly due to the influence of various unknown factors in predicting the future stock price. Trend Following is a trading idea in which, trading decisions, like buying and selling, are taken purely according to the observed market trend. A stock trend can be up, down, or sideways. Trend Following does not predict the stock price but follows the reversals in the trend direction. A trend reversal can be used to trigger a buy or a sell of a certain stock. In this research paper, we describe a deep Q-Reinforcement Learning agent able to learn the Trend Following trading by getting rewarded for its trading decisions. Our results are based on experiments performed on the actual stock market data of the American and the Indian stock markets. The results indicate that the proposed model outperforms forecasting-based methods in terms of profitability. We also limit risk by confirming trading actions with the trend before actual trading.																	0266-4720	1468-0394				AUG	2020	37	4			SI				e12514	10.1111/exsy.12514		DEC 2019											
J								Electronic Nose and Its Applications: A Survey	INTERNATIONAL JOURNAL OF AUTOMATION AND COMPUTING										Artificial intelligence; machine learning; pattern recognition; electronic nose (EN); sensors technology	QUARTZ-CRYSTAL-MICROBALANCE; ARTIFICIAL NEURAL-NETWORKS; PARTIAL LEAST-SQUARES; GAS SENSOR ARRAYS; BIOELECTRONIC NOSE; MYCOBACTERIUM-TUBERCULOSIS; OLFACTORY SYSTEM; ROASTING DEGREE; LEARNING-METHOD; QUALITY-CONTROL	In the last two decades, improvements in materials, sensors and machine learning technologies have led to a rapid extension of electronic nose (EN) related research topics with diverse applications. The food and beverage industry, agriculture and forestry, medicine and health-care, indoor and outdoor monitoring, military and civilian security systems are the leading fields which take great advantage from the rapidity, stability, portability and compactness of ENs. Although the EN technology provides numerous benefits, further enhancements in both hardware and software components are necessary for utilizing ENs in practice. This paper provides an extensive survey of the EN technology and its wide range of application fields, through a comprehensive analysis of algorithms proposed in the literature, while exploiting related domains with possible future suggestions for this research topic.																	1476-8186	1751-8520				APR	2020	17	2					179	209		10.1007/s11633-019-1212-9		DEC 2019											
J								The Swing Control of Knee Exoskeleton Based on Admittance Model and Nonlinear Oscillator	JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS										Exoskeleton; Rehabilitation robot; Adaptive oscillator; Electromyography (EMG); Admittance control	ASSISTANCE	It is important to control exoskeleton to act synchronously with the user for movement assistance. A knee exoskeleton was constructed for gait rehabilitation training, and a control method based on adaptive frequency oscillator (AFO) was presented for swing motion of knee exoskeleton. Firstly, during the learning mode, the user flexed and extended with the exoskeleton leg together, and the exoskeleton leg was not actuated. The phase of the exoskeleton angle extracted, and the envelope curve of the user's EMG is generated based on AFO. Then, during power-assisted mode, the assistive torque is generated according to the angle phase on-line and the restructuring muscle torque. At last, the assistive torque as a feedback signal was input to the admittance model for the swing control of the knee exoskeleton. The experiments of swing control showed that knee exoskeleton can follow the user's motion well.																	0921-0296	1573-0409				SEP	2020	99	3-4			SI		747	756		10.1007/s10846-019-01133-8		DEC 2019											
J								Cat Swarm Fractional Calculus optimization-based deep learning for artifact removal from EEG signal	JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE										EEG signal; artefacts; wavelet transform; deep learner; LSTM network	OCULAR ARTIFACTS; BAT ALGORITHM; CLASSIFICATION	Electroencephalogram (EEG) signals are commonly used in analysing the brain activity. The EEG signals have small amplitude and hence, they are often affected by the artefacts. For the efficient processing, it is necessary to remove the artefacts from the EEG signals. This paper develops a technique through deep learning scheme for removing the artefacts present in the EEG signal. Initially, the EEG signals are pre-processed and provided to the feature extraction process, where the wavelet features are extracted from the signal by applying the wavelet transform. The extracted features are provided to the proposed classifier, namely deep-ConvLSTM, for removing the artefacts from the EEG signal. Here, the deep learner is trained based on the proposed Cat Swarm Fractional Calculus Optimisation (CSFCO) algorithm, which is the integration of Cat Swarm Optimisation (CSO) and Fractional Calculus (FC). Experimentation of the proposed technique is carried out by introducing artefacts, such as ECG, EMG, EOG and random noise on the EEG signal. Simulation results carried out on the proposed deep-ConvLSTM depict that the proposed framework has better performance than the comparative techniques with the values of 3888.362, 62.356, and 69.939 dB, for the MSE, RMSE, and SNR, respectively.																	0952-813X	1362-3079															10.1080/0952813X.2019.1704438		DEC 2019											
