PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Interestingness Improvement of Face Images by Learning Visual Saliency	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										computer vision; visual attention; face image; personal characteristics; interestingness	MEMORABILITY; ATTENTION	Connecting features of face images with the interestingness of a face may assist in a range of applications such as intelligent visual human-machine communication. To enable the connection, we use interestingness and image features in combination with machine learning techniques. In this paper, we use visual saliency of face images as learning features to classify the interestingness of the images. Applying multiple saliency detection techniques specifically to objects in the images allows us to create a database of saliency-based features. Consistent estimation of facial interestingness and using multiple saliency methods contribute to estimate, and exclusively, to modify the interestingness of the image. To investigate interestingness - one of the personal characteristics in a face image, a large benchmark face database is tested using our method. Taken together, the method may advance prospects for further research incorporating other personal characteristics and visual attention related to face images.																	1343-0130	1883-8014				SEP	2020	24	5					630	637															
J								Projection with Gaussian Kernel for Person Re-Identification	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										person re-identification; manifold; Gaussian kernel		Person re-identification (ReID), the task of associating the detected images of a person as he/she moves in a non-overlapping camera network, is faced with different challenges including variations in the illumination, view-point and occlusion. To ensure good performance for person ReID, the state-of-the-art methods have leveraged different characteristics for person representation. As a result, a high-dimensional feature vector is extracted and used in the person matching step. However, each feature plays a specific role for distinguishing one person from the others. This paper proposes a method for person ReID wherein the correspondences between descriptors in high-dimensional space can be achieved via explicit feature selection and appropriate projection with a Gaussian kernel. The advantage of the proposed method is that it allows simultaneous matching of the descriptors while preserving the local geometry of the manifolds. Different experiments were conducted on both single-shot and multi-shot person ReID datasets. The experimental results demonstrates that the proposed method outperforms the state-of-the-art methods.																	1343-0130	1883-8014				SEP	2020	24	5					638	647															
J								Feature Analysis for Imbalanced Learning	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										feature analysis; class imbalance; Bayesian inference	SMOTE	Based on the results of artificial samples generated in the minority class and through the label regulation of the neighbor samples of the majority class, the precision of the classification prediction for imbalanced learning has clearly been enhanced. This article presents a unified solution combining learning factors to improve the learning performance. The proposed method solves this imbalance through a feature selection incorporating the generation of artificial samples and label regulation. A probabilistic representation is used for all aspects of learning: class, sample, and feature. A Bayesian inference is applied to the learning model to interpret the imbalance occurring in the training data and to describe solutions for recovering the balance. We show that the generation of artificial samples is sample based approach and label regulation is class based approach. We discovered that feature selection achieves surprisingly good results when combined with a sample- or class-based solution.																	1343-0130	1883-8014				SEP	2020	24	5					648	655															
J								Building a Fuzzy System for Pulse Based Disease Diagnosis and Acupuncture Therapy	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										pulse-based diagnosis; expert systems; acupuncture therapy; fuzzy logic; traditional medicine	LOGIC	Pulse-based disease diagnosis and acupuncture therapy are the key components of traditional Oriental medicine. This study aims to model the thinking of medical doctors with regard to their use of pulse-based diagnosis and acupuncture therapy. This paper focuses on a fuzzy inference and knowledge base, which are the main components of the system for pulse based disease diagnosis and acupuncture therapy. The input of the system is the pulse symptoms of the patient with fuzzy degrees, whereas the output is the disease diagnosis and acupuncture therapy prescription. In this system, the knowledge base consists of nearly 1,200 rules for diagnosis and treatment. An evaluation of a group of traditional medical doctors indicates that the results of the newly proposed system are in good accordance with those of doctors practicing traditional medicine. This approach leads to better results than previous approaches because it uses fuzzy logic, which is an appropriate tool here because most entities in traditional medicine are fuzzy in nature. The system of pulse-based disease diagnosis and acupuncture therapy can mimic the thinking of traditional practitioners, and it can be a "good teacher" for medical students who want to learn traditional Vietnamese medicine.																	1343-0130	1883-8014				SEP	2020	24	5					656	661															
J								Mixed Duopoly Stochastic Sales Model with Advertising and Experience Gains for the Public and Foreign Competitors	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										mixed duopoly; stochastic control model; experience gaining; advertising	RESEARCH-AND-DEVELOPMENT; PRIVATIZATION; SPILLOVERS; PERFORMANCE	In this research, we propose a stochastic model with the finite horizon of time for sales competition between the state-owned company and private (foreign) competitor. We assume that the foreign company objective function is to maximize revenues and the state-owned agent is concerned about welfare maximization. There are many stochastic models for sales, but what is new in our case is that we assume mixed oligopoly and have different types of firms: private and state owned. They have somewhat different objective functions. As a control variable, we take the advertisement expenses of the private firm. Sale bursts rate depends and the advertisement expenditure and experience stock gained. For the public firm, we assume that advertising efforts are fixed. It means that the optimal control is to maximize private firm revenues taking into account possible uncertainties of stochastic profit flow using Bellman's optimality condition. We can find out that the Advertisement-Experience (AE) efforts of the private firm are increasing if sales are increasing. Next, the AE might decrease if the experience level of the private firm increases and we have a sales burst. To optimize the governmental policies, we check for optimal AE effort of the public firm so the social welfare achieves the maximum value.																	1343-0130	1883-8014				SEP	2020	24	5					662	667															
J								Adaptive Personalized Multiple Machine Learning Architecture for Estimating Human Emotional States	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										affective computing; human robot interaction; non-verbal; multi-modal learning; personal modeling		Robots have the potential to facilitate the future education of all generations, particularly children. However, existing robots are limited in their ability to automatically perceive and respond to a human emotional states. We hypothesize that these sophisticated models suffer from individual differences in human personality. Therefore, we proposed a multi-characteristic model architecture that combines personalized machine learning models and utilizes the prediction score of each model. This architecture is formed with reference to an ensemble machine learning architecture. In this study, we presented a method for calculating the weighted average in a multi-characteristic architecture by using the similarities between a new sample and the trained characteristics. We estimated the degree of confidence during a communication as a human internal state. Empirical results demonstrate that using the multi-model training of each person's information to account for individual differences provides improvements over a traditional machine learning system and insight into dealing with various individual differences.																	1343-0130	1883-8014				SEP	2020	24	5					668	675															
J								Visualization Method Corresponding to Regression Problems and Its Application to Deep Learning-Based Gaze Estimation Model	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										CNN; eye tracking; Grad-CAM; regression problem		The human gaze contains substantial personal information and can be extensively employed in several applications if its relevant factors can be accurately measured. Further, several fields could be substantially innovated if the gaze could be analyzed using popular and familiar smart devices. Deep learning-based methods are robust, making them crucial for gaze estimation on smart devices. However, because internal functions in deep learning are black boxes, deep learning systems often make estimations for unclear reasons. In this paper, we propose a visualization method corresponding to a regression problem to solve the black box problem of the deep learning-based gaze estimation model. The proposed visualization method can clarify which region of an image contributes to deep learning-based gaze estimation. We visualized the gaze estimationmodel proposed by a research group at the Massachusetts Institute of Technology. The accuracy of the estimation was low, even when the facial features important for gaze estimation were recognized correctly. The effectiveness of the proposed method was further determined through quantitative evaluation using the area over the MoRF perturbation curve (AOPC).																	1343-0130	1883-8014				SEP	2020	24	5					676	684															
J								Smartphone Naive Bayes Human Activity Recognition Using Personalized Datasets	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS										tilt angles; signal magnitude vector; real-time; Gaussian distribution function; personalized dataset	PHYSICAL-ACTIVITY; STROKE; WOMEN	Recognizing human activity in real time with a limited dataset is possible on a resource-constrained device. However, most classification algorithms such as Support Vector Machines, C4.5, and K Nearest Neighbor require a large dataset to accurately predict human activities. In this paper, we present a novel real-time human activity recognition model based on Gaussian Naive Bayes (GNB) algorithm using a personalized JavaScript object notation dataset extracted from the publicly available Physical Activity Monitoring for Aging People dataset and University of Southern California Human Activity dataset. With the proposed method, the personalized JSON training dataset is extracted and compressed into a 12 x 8 multi dimensional array of the time-domain features extracted using a signal magnitude vector and tilt angles from tri-axial accelerometer sensor data. The algorithm is implemented on the Android platform using the Cordova cross-platform framework with HTML5 and JavaScript. Leave-one-activity-out cross validation is implemented as a testTrainer() function, the results of which are presented using a confusion matrix. The testTrainer() function leaves category K as the testing subset and the remaining K-1 as the training dataset to validate the proposed GNB algorithm. The proposed model is inexpensive in terms of memory and computational power owing to the use of a compressed small training dataset. Each K category was repeated five times and the algorithm consistently produced the same result for each test. The result of the simulation using the tilted angle features shows overall precision, recall, F-measure, and accuracy rates of 90%, 99.6%, 94.18%, and 89.51% respectively, in comparison to rates of 36.9%, 75%, 42%, and 36.9% when the signal magnitude vector features were used. The results of the simulations confirmed and proved that when using the tilt angle dataset, the GNB algorithm is superior to Support Vector Machines, C4.5, and K Nearest Neighbor algorithms.																	1343-0130	1883-8014				SEP	2020	24	5					685	702															
J								Artificial Intelligence Research Community and Associations in Poland	FOUNDATIONS OF COMPUTING AND DECISION SCIENCES												In last years Artificial Intelligence presented a tremendous progress by offering a variety of novel methods, tools and their spectacular applications. Besides showing scientific breakthroughs it attracted interest both of the general public and industry. It also opened heated debates on the impact of Artificial Intelligence on changing the economy and society. Having in mind this international landscape, in this short paper we discuss the Polish AI research community, some of its main achievements, opportunities and limitations. We put this discussion in the context of the current developments in the international AI community. Moreover, we refer to activities of Polish scientific associations and their initiative of founding Polish Alliance for the Development of Artificial Intelligence (PP-RAI). Finally two last editions of PP-RAI joint conferences are summarized.																	0867-6356	2300-3405				SEP	2020	45	3					159	177		10.2478/fcds-2020-0009													
J								Transfer Learning Methods as a New Approach in Computer Vision Tasks with Small Datasets	FOUNDATIONS OF COMPUTING AND DECISION SCIENCES										Deep neural networks; Transfer learning; Signal processing; Image analysis; Anomaly detection		Deep learning methods, used in machine vision challenges, often face the problem of the amount and quality of data. To address this issue, we investigate the transfer learning method. In this study, we briefly describe the idea and introduce two main strategies of transfer learning. We also present the widely-used neural network models, that in recent years performed best in ImageNet classification challenges. Furthermore, we shortly describe three different experiments from computer vision field, that confirm the developed algorithms ability to classify images with overall accuracy 87.2-95%. Achieved numbers are state-of-the-art results in melanoma thickness prediction, anomaly detection and Clostridium difficile cytotoxicity classification problems.																	0867-6356	2300-3405				SEP	2020	45	3					179	193		10.2478/fcds-2020-0010													
