PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Portfolio management with background risk under uncertain mean-variance utility	FUZZY OPTIMIZATION AND DECISION MAKING										Portfolio selection; Mean-variance utility; Background risk; Uncertain variable; Uncertain programming	SELECTION; MODEL	This paper studies comparative static effects in a portfolio selection problem when the investor has mean-variance preferences. Since the security market is complex, there exists the situation where security returns are given by experts' estimates when they cannot be reflected by historical data. This paper discusses the problem in such a situation. Based on uncertainty theory, the paper first establishes an uncertain mean-variance utility model, in which security returns and background asset returns are uncertain variables and subject to normal uncertainty distributions. Then, the effects of changes in mean and standard deviation of uncertain background asset on capital allocation are discussed. Furthermore, the influence of initial proportion in background asset on portfolio investment decisions is analyzed when investors have quadratic mean-variance utility function. Finally, the economic analysis illustration of investment strategy is presented.																	1568-4539	1573-2908															10.1007/s10700-020-09345-6		SEP 2020											
J								Event-triggered Control of Positive Switched Systems with Actuator Saturation and Time-delay	INTERNATIONAL JOURNAL OF AUTOMATION AND COMPUTING										Positive switched systems; event-triggered control; randomly occurring actuator saturation; linear programming; time-delay	COPOSITIVE LYAPUNOV FUNCTIONS; LINEAR-SYSTEMS; STABILITY; STABILIZATION	This paper investigates the event-triggered control of positive switched systems with randomly occurring actuator saturation and time-delay, where the actuator saturation and time-delay obey different Bernoulli distributions. First, an event-triggering condition is constructed based on a 1-norm inequality. Under the presented event-triggering scheme, an interval estimation method is utilized to deal with the error term of the systems. Using a co-positive Lyapunov functional, the event-triggered controller and the cone attraction domain gain matrices are designed via matrix decomposition techniques. The positivity and stability of the resulting closed-loop systems are reached by guaranteeing the positivity of the lower bound of the systems and the stability of the upper bound of the systems, respectively. The proposed approach is developed for interval and polytopic uncertain systems, respectively. Finally, two examples are provided to illustrate the effectiveness of the theoretical findings.																	1476-8186	1751-8520															10.1007/s11633-020-1245-0		SEP 2020											
J								Benchmarking the Robustness of Semantic Segmentation Models with Respect to Common Corruptions	INTERNATIONAL JOURNAL OF COMPUTER VISION										Semantic segmentation; Corruption robustness; Common image corruptions; Realistic image corruptions	CALIBRATION; CAMERA; NOISE	When designing a semantic segmentation model for a real-world application, such as autonomous driving, it is crucial to understand the robustness of the network with respect to a wide range of image corruptions. While there are recent robustness studies for full-image classification, we are the first to present an exhaustive study for semantic segmentation, based on many established neural network architectures. We utilize almost 400,000 images generated from the Cityscapes dataset, PASCAL VOC 2012, and ADE20K. Based on the benchmark study, we gain several new insights. Firstly, many networks perform well with respect to real-world image corruptions, such as a realistic PSF blur. Secondly, some architecture properties significantly affect robustness, such as a Dense Prediction Cell, designed to maximize performance on clean data only. Thirdly, the generalization capability of semantic segmentation models depends strongly on the type of image corruption. Models generalize well for image noise and image blur, however, not with respect to digitally corrupted data or weather corruptions.																	0920-5691	1573-1405															10.1007/s11263-020-01383-2		SEP 2020											
J								Fine-Grained Instance-Level Sketch-Based Image Retrieval	INTERNATIONAL JOURNAL OF COMPUTER VISION										Fine-grained; Sketch understanding; Image retrieval; Cross-modality; Deep learning		The problem of fine-grained sketch-based image retrieval (FG-SBIR) is defined and investigated in this paper. In FG-SBIR, free-hand human sketch images are used as queries to retrieve photo images containing the same object instances. It is thus a cross-domain (sketch to photo) instance-level retrieval task. It is an extremely challenging problem because (i) visual comparisons and matching need to be executed under large domain gap, i.e., from black and white line drawing sketches to colour photos; (ii) it requires to capture the fine-grained (dis)similarities of sketches and photo images while free-hand sketches drawn by different people present different levels of deformation and expressive interpretation; and (iii) annotated cross-domain fine-grained SBIR datasets are scarce, challenging many state-of-the-art machine learning techniques, particularly those based on deep learning. In this paper, for the first time, we address all these challenges, providing a step towards the capabilities that would underpin a commercial sketch-based object instance retrieval application. Specifically, a new large-scale FG-SBIR database is introduced which is carefully designed to reflect the real-world application scenarios. A deep cross-domain matching model is then formulated to solve the intrinsic drawing style variability, large domain gap issues, and capture instance-level discriminative features. It distinguishes itself by a carefully designed attention module. Extensive experiments on the new dataset demonstrate the effectiveness of the proposed model and validate the need for a rigorous definition of the FG-SBIR problem and collecting suitable datasets.																	0920-5691	1573-1405															10.1007/s11263-020-01382-3		SEP 2020											
J								A parallel hybrid krill herd algorithm for feature selection	INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS										Feature selection; Document clustering; Parallel membrane computing; Krill herd algorithm; Local search; Optimization problem	WHALE OPTIMIZATION ALGORITHM; TEXT FEATURE-SELECTION; ARTIFICIAL BEE COLONY; DIMENSION REDUCTION; COMBINATION; STRATEGY	In this paper, a novel feature selection method is introduced to tackle the problem of high-dimensional features in the text clustering application. Text clustering is a prevailing direction in big text mining; in this manner, documents are grouped into cohesive groups by using neatly selected informative features. Swarm-based optimization techniques have been widely used to select the relevant text features and shown promising results on multi-sized datasets. The performance of traditional optimization algorithms tends to fail miserably when using large-scale datasets. A novel parallel membrane-inspired framework is proposed to enhance the performance of the krill herd algorithm combined with the swap mutation strategy (MHKHA). In which the krill herd algorithm is hybridized the swap mutation strategy and incorporated within the parallel membrane framework. Finally, the k-means technique is employed based on the results of feature selection-based Krill Herd Algorithm to cluster the documents. Seven benchmark datasets of various characterizations are used. The results revealed that the proposed MHKHA produced superior results compared to other optimization methods. This paper presents an alternative method for the text mining community through cohesive and informative features.																	1868-8071	1868-808X															10.1007/s13042-020-01202-7		SEP 2020											
J								MS-NET: modular selective network Round robin based modular neural network architecture with limited redundancy	INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS										Modular neural networks; Deep learning; Knowledge-distillation; Multi-class classification; Image classification	CLASSIFICATION; MIXTURES	We propose a modular architecture of Deep Neural Network (DNN) for multi-class classification task. The architecture consists of two parts, a router network and a set of expert networks. In this architecture, for a C-class classification problem, we have exactly C experts. The backbone network for these experts and the router are built with simple and identical DNN architecture. For each class, the modular network has a certain number rho of expert networks specializing in that particular class, where rho is called the redundancy rate in this study. We demonstrate that rho plays a vital role in the performance of the network. Although these experts are light weight and weak learners alone, together they match the performance of more complex DNNs. We train the network in two phase wherein, first the router is trained on the whole set of training data followed by training each expert network enforced by a new stochastic objective function that facilitates alternative training on a small subset of expert data and the whole set of data. This alternative training provides an additional form of regularization and avoids over-fitting the expert network on subset data. During the testing phase, the router dynamically selects a fixed number of experts for further evaluation of the input datum. The modular nature and low parameter requirement of the network makes it very suitable in distributed and low computational environments. Extensive empirical study and theoretical analysis on CIFAR-10, CIFAR-100 and F-MNIST substantiate the effectiveness and efficiency of our proposed modular network.																	1868-8071	1868-808X															10.1007/s13042-020-01201-8		SEP 2020											
J								A two-sided matching method considering the lowest value of acceptability with regret theory for probabilistic linguistic term sets	INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS										Decision making; Regret theory; Two-sided matching; Probabilistic linguistic term sets	DECISION-MAKING; PROSPECT-THEORY; OPERATORS	In order to solve matching problems for probabilistic linguistic information, a novel two-sided matching decision method for the probabilistic linguistic term sets (PLTSs) based on the regret theory considering the lowest value of acceptability is proposed. First, we propose a new utility function to transform the PLTSs to utility values, which can be conveniently applied to two-sided matching models. Then, to reflect the bounded rationality of expert and make the decision result close to real decision process, we put forward a novel regret-based model to obtain regret-rejoice by setting the lowest value of acceptability based on the utility function. Furthermore, we presented a new type of two-sided matching method considering constraint condition based on the lowest value of acceptability. Finally, we apply our method to a real case and make comparisons with two traditional two-sided methods.																	1868-8071	1868-808X															10.1007/s13042-020-01211-6		SEP 2020											
J								Towards learning line descriptors from patches: a new paradigm and large-scale dataset	INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS										Line feature description; Point description; Convolutional neural network; Large-scale dataset	OBJECT DETECTION; RECONSTRUCTION; FUSION; DEEP	Line feature description is important for image matching. However, its development is much slow compared to point description, and is still in the stage of manual design, which suffers from the problem of weak distinguish ability and poor robustness under complex conditions. To improve on this situation, this paper proposes to learn the line feature description based on convolutional neural network. First, a large-scale dataset consisting of about 229,000 labeled pairs of matched lines is built for training and testing. Then, a paradigm for learning the line descriptors based on the constructed line dataset is proposed. Specifically, the line is represented uniquely by the stacked mean and standard deviation patches of the support regions of those points lying on the line, which is subsequently fed into the L2Net to output the required line descriptors directly. Based on the line matching principals, the network is also trained with the triplet loss that is widely used for learning point descriptors. Experimental results for line matching and curve matching both demonstrate the superiority and effectiveness of the proposed learning-based descriptor, especially, averaged increases of 4.66 similar to 5.7% mAPs, 10.59 similar to 12.10% mAPs, 0.96 similar to 3.75% mAPs and 3.73% mAP on testing subset, Oxford dataset, line dataset and curve dataset are obtained compared to handcrafted descriptors. As an application, we apply the learned line descriptor to image stitching and also obtain good results.																	1868-8071	1868-808X															10.1007/s13042-020-01207-2		SEP 2020											
J								Research on adaptive beacon message transmission power in VANETs	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Vehicular ad hoc networks (VANETs); V2V communication; Linear combination model; Adaptive transmission power; Signal weakness; Channel contention	CONGESTION CONTROL; NETWORKS	In the future vehicular ad hoc networks (VANETs), vehicles communicate by sending beacon messages. However, fixed-period beacon messages cannot adapt to the characteristics of fast vehicle speed and variable network topology, and may contend for channel failure when there are many vehicles, resulting in the relevant information not being able to be known to surrounding vehicles, increasing the possibility of danger. In order to solve this problem, this paper proposes an adaptive beacon transmission power algorithm based on vehicle position prediction error, which increases the beacon transmission power of vehicles with large vehicle position prediction errors and reduces the transmission power of vehicles with small errors. And analyze the relevant factors that may affect the results in the experiment, and formulate relevant solutions to signal fading and channel contention. Finally, the experimental results show that, compared with the fixed transmit power, the proposed adaptive power reduces the CBT by about 16% and improves the packet transmission rate by about 4.5%, ensuring the effective transmission of security information.																	1868-5137	1868-5145															10.1007/s12652-020-02575-x		SEP 2020											
J								Visual object tracking based on residual network and cascaded correlation filters	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Object tracking; Deep learning; Residual network; Resnet features; Cascaded correlation filters	ALGORITHM	Significant progress is made in the field of object tracking recently. Especially, trackers based on deep learning and correlation filters both have achieved excellent performance. However, object tracking still faces some challenging problems such as deformation and illumination. In such kinds of situations, the accuracy and precision of tracking algorithms plunge as a result. It is imminent to find a solution to this situation. In this paper, we propose a tracking algorithm based on features extracted by residual network called Resnet features and cascaded correlation filters to improve precision and accuracy. Firstly, features extracted by a deep residual network trained on other image processing datasets, are robust enough and retain higher resolution, therefore, we exploit Resnet-101 pretrained offline to obtain features extracted by middle and high layers for target appearance model representation. Resnet-101 is deeper compared with other deep neural networks which means it contains more semantic information. Then, the method we propose to combine our correlation filters is superior. We propose cascaded correlation filters generated by handcraft, middle-level and high-level features from residual network to gain better competence. Handcraft features localize target precisely because they contain more spatial details while Resnet features are robust to the target appearance change because they retain more semantic information. Finally, we conduct extensive experiments on OTB2013 and OTB2015 benchmark. The experimental results show that our tracker achieves high performance under all kinds of challenges and performs favorably against other state-of-the-art trackers.																	1868-5137	1868-5145															10.1007/s12652-020-02572-0		SEP 2020											
