PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Peak to average power ratio reduction of ZT DFT-s-OFDM signals using improved monarch butterfly optimization-PTS scheme	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Zero-tail discrete fourier transform-spread-orthogonal frequency division multiplexing; Improved monarch butterfly optimization; Orthogonal frequency division multiplexing; Peak-to-average power ratio (PAPR); Partial transmit sequence and phase rotation factors	PAPR REDUCTION; MOBILE	For traditional orthogonal multiplexing frequency division (OFDM) systems, a novel Zero Tail Discrete Fourier Transform Spread Orthogonal Frequency Division Multiplexing Division (ZT DFT-s-OFDM) waveform architecture has recently been proposed as a problem solution of low peak to average power ratio (PAPR) efficiency. The ZT DFT-s-OFDM system allows the delay in the transmission of the channel with multipath to be dynamically copied, thus the limitations to be rectified with the hard-coded Cyclic Prefix (CP). However it is affected by few roadblocks during the transmission of data, and the primary one involves the high peak-to-average power ratio (PAPR), which results in saturation observed in the power amplifier, production of more amount of interference and decreased resolution in elements such as digital/analog converters, which were considered as nonlinear. Partial transmit sequences (PTSs) is a promising plan and direct technique, ready to accomplish a viable PAPR decrease execution, yet it requires a thorough hunt to locate the ideal stage factors, which causes high computational multifaceted nature expanded with the quantity of sub-blocks. Right now, the author proposed a reduced computational complexity PTS scheme, in view of a new swarm knowledge algorithm, which is termed as Improved Monarch Butterfly Optimization (IMBO) for PAPR decrease with the ZT DFT-s-OFDM framework. The IMBO is a new swarm intelligence algorithm, with the capability of achieving an efficient optimization search that implements phase weighting process with less complexity for selecting optimum phase factors. Also, the proposed technique is quite efficient in looking for a fusion with optimal character of phase rotation factors for minimizng the computational difficulty involved. The outcomes of simulation indicate that IMBO-based PTS algorithm can substantially reduce PAPR employing an easy network structure in comparison with classical algorithms such as PTS scheme for conventional OFDM and PTS with ZT-DFT-s-OFDM.																	1868-5137	1868-5145															10.1007/s12652-020-01940-0		APR 2020											
J								Local Directional Maximum Edge Patterns for facial expression recognition	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										LDMEP (Local Directional Maximum Edge Patterns); Facial expression analysis; Feature extraction; Magnitude; Phase	NUMBER PATTERN; FACE; DESCRIPTOR	Cognitive science and neuroscience use human facial expressions of emotion. Every single facial expression can be seen at different passions in a face space. Nowadays, facial expression recognition and analysis is vital due to the demand of introducing advanced biometric applications in every domain space. The imperative task in facial expressions of emotion classification is precise feature extraction, which helps to get detailed description of facial marks. Existing feature descriptors are suffering from various problems such as intensity variations, discrimination, vulnerability etc. In this paper, propose a new feature descriptor method called LDMEP (Local Directional Maximum Edge Patterns) for facial expression analysis to overcome the hindrance. We calculated the gradients in four directions of reference pixel to elicit the more feature for better recognition instead of calculating the local differences among neighboring pixels. We also access the orientations of the pixels then thresholded based on the dynamic threshold to avoid the featureless area calculation. Furthermore, we considered only dominant magnitude and orientation directions instead of all eight directions to generate feature. Thus, imperative and efficient features are covered in dominant positions to detect the strong edges. The paper confers that how the subsequent model can be used for the recognition of facial expression of emotion.																	1868-5137	1868-5145															10.1007/s12652-020-01886-3		APR 2020											
J								Analyzing the kinematic and kinetic contributions of the human upper body's joints for ergonomics assessment	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Ergonomics assessment; RULA; Joint angles; Joint torques; Upper human body; Industrial tasks; Evaluating performance	MUSCULOSKELETAL DISORDERS; RULA; CONSTRUCTION	During an eight-hour shift, an industrial worker will inevitably cycle through specific postures. Those postures can cause microtrauma on the musculoskeletal system that accumulates, which in turn can lead to chronic injury. To assess how problematic a posture is, the rapid upper limb assessment (RULA) scoring system is widely employed by the industry. Even though it is a very quick and efficient method of assessment, RULA is not a biomechanics-based measurement that is anchored in a physical parameter of the human body. As such RULA does not give a detailed description of the impact each posture has on the human joints but rather, an overarching, simplified assessment of a posture. To address this issue, this paper proposes the use of joint angles and torques as an alternative way of ergonomics evaluation. The cumulative motion and torque throughout a trial is compared with the average motions and torques for the same task. This allows the evaluation of each joint's kinematic and kinetic performance while still be able to assess a task"at-a-glance". To do this, an upper human body model was created and the mass of each segment were assigned. The joint torques and the RULA scores were calculated for simple range of motion (ROM) tasks, as well as actual tasks from a TV assembly line. The joint angles and torques series were integrated and then normalized to give the kinematic and kinetic contribution of each joint during a task as a percentage. This made possible to examine each joint's strain during each task as well as highlight joints that need to be more closely examined. Results show how the joint angles and torques can identify which joint is moving more and which one is under the most strain during a task. It was also possible to compare the performance of a task with the average performance and identify deviations that may imply improper execution. Even though the RULA is a very fast and concise assessment tool, it leaves little room for further analyses. However, the proposed work suggests a richer alternative without sacrificing the benefit of a quick evaluation. The biggest limitation of this work is that a pool of proper executions needs to be recorded for each task before individual comparisons can be done.																	1868-5137	1868-5145															10.1007/s12652-020-01926-y		APR 2020											
J								Performance investigation of grid integrated photovoltaic/wind energy systems using ANFIS based hybrid MPPT controller	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Hybrid system; MPPT; PV system; PMSG; Voltage source inverter (VSI)	POWER-POINT TRACKING; PV SYSTEM	The solar energy and wind energy are two natural, renewable energy resources for the mankind, for the energy supply without hassles that provided an avenue for its utilization. For the efficient of the resources, wind power generation is one of the options in association with a photovoltaic system for preserving solar energy. Hence the current system requires technology to be involved to control the operation to satisfy the major concern as initially a combinational hybrid system to keep track maximum power, DC voltage input and trade-off between renewable energy delivered for interconnections. The fluctuation in power for interconnection can be minimized by adaptive neuro fuzzy interference method (ANFIS) dependent maximum power point tracking (MPPT) system and microscopically trusted ANFIS based system. In this paper the hybrid MPPT controllers are compared that is with perturb-observe (P&O) and tip speed ratio (TSR) as one set of MPPT controller and another side incremental conductance method (ICM) and hill climb search (HCS) both the controllers are tested with the ANFIS. The proposed system to satisfy the defined objectives is modeled using MATLAB/SIMULINK software by connecting power grid system to inverter influenced by ANFIS controller.																	1868-5137	1868-5145															10.1007/s12652-020-01967-3		APR 2020											
J								Capital-constrained supply chain with altruism and reciprocity	JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING										Capital constraint; Altruism and reciprocity; Loan limit; Supply chain management	TRADE CREDIT; VS. BANK; FAIRNESS; FINANCE; MODEL; MANUFACTURER; PREFERENCES; MANAGEMENT; ECONOMICS; TRUST	Recently, supply chain finance has attracted increasing attention from the scientific community. However, it lacks serious consideration of social preference in supply chain finance. In this paper, we examine the effects of altruism and reciprocity on the efficiency of a capital-constrained supply chain consisting of a manufacturer with no original capital and a retailer with limited capital in a perishable product market with uncertain demand. The retailer may be in need of short-term financing. We show that, when the retailer has not enough money for his ideal inventory, financing will significantly improve his utility and supply chain efficiency, and global altruism will improve his financing willingness. Moreover, when the retailer borrows a full loan or has more than enough capital, both the global altruistic behavior and the intrinsic altruistic behavior allow sustaining more efficiency of supply chain than with selfish ones, but a more reciprocal behavior improves efficiency if and only if the manufacturer is intrinsically more altruistic than the retailer. Nevertheless, it is different from what may be expected that when the retailer borrows a limited loan or does not borrow but use up all the capital, altruism and reciprocity have no effect on supply chain efficiency. This article thus effectively encourages capital-constrained supply chains to incorporate financial consideration into production decisions and properly guides the firms in the chains either to act more altruistically or to reciprocate more the attitude of their partners.																	1868-5137	1868-5145															10.1007/s12652-020-01927-x		APR 2020											
J								Interval Analysis Technique for Versatile and Parallel Multi-Agent Collision Detection and Avoidance	JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS										Collision detection; Collision avoidance; Dynamic obstacle; Interval analysis; Multi-agent; Embedded vehicle	OBSTACLE AVOIDANCE; NAVIGATION; COVERAGE; ALGORITHMS; TRACKING; SYSTEMS	Collision detection and avoidance are vital sub-tasks in any autonomous robotic task. This work presents a technique that guarantees collision avoidance in an environment containing multiple agents. These agents can be of different types such as static, dynamic obstacles and other robots. The technique supports parallel implementation and is appropriate for real-time applications. In this work, the theory of interval arithmetic is used to represent the pose of agents as intervals in a fixed time period. Geometrically, the intervals correspond to finite-length arcs and line-segments. Theoretical results on the inclusion of one interval, in another interval, in terms of sub-intervals are derived. Breaking down the problem in sub-intervals supports parallelism in performing multiple interval inclusion tests and in handling multiple agents. The proposed interval-arithmetic based framework leads directly to a hardware-efficient collision detection scheme. In particular, the proposed strategy admits a solution even for a dynamic environment using just shift and add capability, an important aspect for embedded implementation. The solution of interval inclusion is also used to find a set of solutions for guaranteed collision avoidance with multiple agents with known or unknown trajectories. Simulation results in MATLAB and experiments with an FPGA-driven differential drive mobile robot demonstrate the versatility of the proposed approach.																	0921-0296	1573-0409				JUN	2020	98	3-4					705	720		10.1007/s10846-019-01091-1		APR 2020											
J								Incremental one-class classifier based on convex-concave hull	PATTERN ANALYSIS AND APPLICATIONS										One-class classification; Data stream; Online learning; Convex hull; Convex-concave hull	DATA STREAMS; FRAUD DETECTION; SUPPORT; ALGORITHM; MACHINE; ENSEMBLE; SELECTION; MODEL; SET; UNCERTAINTY	One subject that has been considered less is a binary classification on data streams with concept drifting in which only information of one class (target class) is available for learning. Well-known methods such as SVDD and convex hull have tried to find the enclosed boundary around target class, but their high complexity makes them unsuitable for large data sets and also online tasks. This paper presents a novel online one-class classifier adapted to the streaming data. Considering time complexity, an incremental convex-concave hull classification method, called ICCHC, is proposed which can significantly reduce the computational time and expand the target class boundary. Also, it can be adapted to the gradual concept drift. Evaluations have been conducted on seventeen real-world data sets by hold-out validation. Also, noise analysis has been carried out. The results of the experiments have been compared with the state-of-the-art methods, which show the superiority of ICCHC regarding the accuracy, precision, and recall metrics.																	1433-7541	1433-755X				NOV	2020	23	4					1523	1549		10.1007/s10044-020-00876-7		APR 2020											
J								Empirical evaluation and study of text stemming algorithms	ARTIFICIAL INTELLIGENCE REVIEW										Natural language processing; Information retrieval; Text mining; Stemming algorithms; Stemmer evaluation methods; Urdu stemming	LIGHT STEMMER; LANGUAGE; URDU; MORPHOLOGY; IMPACT	Text stemming is one of the basic preprocessing step for Natural Language Processing applications which is used to transform different word forms into a standard root form. For Arabic script based languages, adequate analysis of text by stemmers is a challenging task due to large number of ambigious structures of the language. In literature, multiple performance evaluation metrics exist for stemmers, each describing the performance from particular aspect. In this work, we review and analyze the text stemming evaluation methods in order to devise criteria for better measurement of stemmer performance. Role of different aspects of stemmer performance measurement like main features, merits and shortcomings are discussed using a resource scarce language i.e. Urdu. Through our experiments we conclude that the current evaluation metrics can only measure an average conflation of words regardless of the correctness of the stem. Moreover, some evaluation metrics favor some type of languages only. None of the existing evaluation metrics can perfectly measure the stemmer performance for all kind of languages. This study will help researchers to evaluate their stemmer using right methods.																	0269-2821	1573-7462				DEC	2020	53	8					5559	5588		10.1007/s10462-020-09828-3		APR 2020											
J								Compacting frequent star patterns in RDF graphs	JOURNAL OF INTELLIGENT INFORMATION SYSTEMS										Semantic Web; RDF compaction; Linked data; Knowledge graph		Knowledge graphs have become a popular formalism for representing entities and their properties using a graph data model, e.g., the Resource Description Framework (RDF). An RDF graph comprises entities of the same type connected to objects or other entities using labeled edges annotated with properties. RDF graphs usually contain entities that share the same objects in a certain group of properties, i.e., they match star patterns composed of these properties and objects. In case the number of these entities or properties in these star patterns is large, the size of the RDF graph and query processing are negatively impacted; we refer these star patterns as frequent star patterns. We address the problem of identifying frequent star patterns in RDF graphs and devise the concept of factorized RDF graphs, which denote compact representations of RDF graphs where the number of frequent star patterns is minimized. We also develop computational methods to identify frequent star patterns and generate a factorized RDF graph, where compact RDF molecules replace frequent star patterns. A compact RDF molecule of a frequent star pattern denotes an RDF subgraph that instantiates the corresponding star pattern. Instead of having all the entities matching the original frequent star pattern, a surrogate entity is added and related to the properties of the frequent star pattern; it is linked to the entities that originally match the frequent star pattern. Since the edges between the entities and the objects in the frequent star pattern are replaced by edges between these entities and the surrogate entity of the compact RDF molecule, the size of the RDF graph is reduced. We evaluate the performance of our factorization techniques on several RDF graph benchmarks and compare with a baseline built on top gSpan, a state-of-the-art algorithm to detect frequent patterns. The outcomes evidence the efficiency of proposed approach and show that our techniques are able to reduce execution time of the baseline approach in at least three orders of magnitude. Additionally, RDF graph size can be reduced by up to 66.56% while data represented in the original RDF graph is preserved.																	0925-9902	1573-7675				DEC	2020	55	3					561	585		10.1007/s10844-020-00595-9		APR 2020											
J								"Just-in-time" generation of datasets by considering structured representations of given consent for GDPR compliance	KNOWLEDGE AND INFORMATION SYSTEMS										GDPR; Consent; Data integration		Data processing is increasingly becoming the subject of various policies and regulations, such as the European General Data Protection Regulation (GDPR) that came into effect in May 2018. One important aspect of GDPR is informed consent, which captures one's permission for using one's personal information for specific data processing purposes. Organizations must demonstrate that they comply with these policies. The fines that come with non-compliance are of such importance that it has driven research in facilitating compliance verification. The state-of-the-art primarily focuses on, for instance, the analysis of prescriptive models and posthoc analysis on logs to check whether data processing is compliant to GDPR. We argue that GDPR compliance can be facilitated by ensuring datasets used in processing activities are compliant with consent from the very start. The problem addressed in this paper is how we can generate datasets that comply with given consent "just-in-time". We propose RDF and OWL ontologies to represent the consent that an organization has collected and its relationship with data processing purposes. We use this ontology to annotate schemas, allowing us to generate declarative mappings that transform (relational) data into RDF driven by the annotations. We furthermore demonstrate how we can create compliant datasets by altering the results of the mapping. The use of RDF and OWL allows us to implement the entire process in a declarative manner using SPARQL. We have integrated all components in a service that furthermore captures provenance information for each step, further contributing to the transparency that is needed towards facilitating compliance verification. We demonstrate the approach with a synthetic dataset simulating users (re-)giving, withdrawing, and rejecting their consent on data processing purposes of systems. In summary, it is argued that the approach facilitates transparency and compliance verification from the start, reducing the need for posthoc compliance analysis common in the state-of-the-art.																	0219-1377	0219-3116				SEP	2020	62	9					3615	3640		10.1007/s10115-020-01468-x		APR 2020											
