PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								An E-Assessment Methodology Based on Artificial Intelligence Techniques to Determine Students' Language Quality and Programming Assignments' Plagiarism	INTELLIGENT AUTOMATION AND SOFT COMPUTING										Electronic-Assessment; Machine Learning; Artificial Intelligence; WordNet; Technology Enhanced Assessment; Semantic Similarity		This research aims to an electronic assessment (e-assessment) of students' replies in response to the standard answer of teacher's question to automate the assessment by WordNet semantic similarity. For this purpose, a new methodology for Semantic Similarity through WordNet Semantic Similarity Techniques (SS-WSST) has been proposed to calculate semantic similarity among teacher' query and student's reply. In the pilot study-1 42 words' pairs extracted from 8 students' replies, which marked by semantic similarity measures and compared with manually assigned teacher's marks. The teacher is provided with 4 bins of the mark while our designed methodology provided an exact mcamre of marks. Secondly, the source codes plagiarism in students' assignments provide smart e-assessment. The WordNet semantic similarity techniques are used to investigate source code plagiarism in binary search and stack data structures programmed in C++, Java, C# respectively.																	1079-8587	2326-005X				MAR	2020	26	1					169	180		10.31209/2019.100000138													
J								Emotion-Based Painting Image Display System	INTELLIGENT AUTOMATION AND SOFT COMPUTING										Aesthetic analysis; Arousal-Valence; Attributes of Paintings; Emotional care; Emotion of Paintings; Internet of Things	VALENCE	As mobile devices have tremendously developed, people can now get sensor data easily. These data are not only physical data such as temperature, humidity, gravity, acceleration, etc. but also human health data such as blood pressure, heart pulse rate, etc. With this information, Internet of Things (IoT) technology has provided many systems to support human health care. Systems for human health care support physical health care like checking blood pressure, pulse rate, etc. However, the demand for physical health care as well as mental health care is increasing. So, a system, which automatically recommends a painting to users based on their feeling, is proposed in this paper. Using a smartphone application, users take a self-portrait. Then, the application reads the user's facial expression, and obtains an Arousal-Valence (A.V.) emotion value. Also, the application has a database of paintings with A.V. value in advance. To create this database, we extracted many features from various paintings and estimated their A.V. value using regression analysis. When users reach home, the application detects it automatically using GPS information, and shows the painting that best suits the user's emotion, based on the extracted A.V. value. Thereby, users can get a feeling of relaxation by admiring the painting.																	1079-8587	2326-005X				MAR	2020	26	1					181	192		10.31209/2019.100000139													
J								Weighted or Non-Weighted Negative Tree Pattern Discovery from Sensor-Rich Environments	INTELLIGENT AUTOMATION AND SOFT COMPUTING										Negative association rules; pruning constraints; tree-structured items; weighted tree items	ASSOCIATION RULES; DATABASE	It seems to be sure that the IoT is one of promising potential topics today. Sensors are the one that lead the current IoT revolution. The advances of sensor-rich environments produce the massive volume of raw data that is enlarging faster than the rate at which it is being handled. JSON is a lightweight data-interchange format and preferred for IoT applications. Before JSON, XML was de factor standard format for interchanging data. The common point is that their structure scheme is the tree. Tree structure provides data exchangeability and heterogeneity, which encourages user-flexibilities. Therefore, JSON sensor format is an easy to use human readable format for storing and transmitting sensor values. However, it is more challenging than ever to discover valuable and hidden information from the continuously generated tree-structured data. In the paper, we define and suggest an original method to predict and evaluate from the tree-structured sensing data.																	1079-8587	2326-005X				MAR	2020	26	1					193	204		10.31209/2019.100000140													
J								Detecting Outlier Behavior of Game Player Players Using Multimodal Physiology Data	INTELLIGENT AUTOMATION AND SOFT COMPUTING										Physiology multimodal system; Game behavior analysis	BRAIN-COMPUTER INTERFACE	This paper describes an outlier detection system based on a multimodal physiology data clustering algorithm in a PC gaming environment. The goal of this system is to provide information on a game player's abnormal behavior with a bio-signal analysis. Using this information, the game platform can easily identify players with abnormal behavior in specific events. To do this, we propose a mouse device that measures the wearer's skin conductivity, temperature, and motion. We also suggest a Dynamic Time Warping (DTW) based clustering algorithm. The developed system examines the biometric information of 50 players in a bullet dodge game. This paper confirms that a mouse coupled with a physiology multimodal system is useful for detecting outlier behavior of game players in a non-intrusive way.																	1079-8587	2326-005X				MAR	2020	26	1					205	214		10.31209/2019.100000141													
J								Document analysis systems that improve with use	INTERNATIONAL JOURNAL ON DOCUMENT ANALYSIS AND RECOGNITION										Interactive document analysis; Adaptive classification; Style-constrained recognition; Camera-based OCR; Memex; Lifetime reader	RECOGNIZE PATTERNS; FONT RECOGNITION; CLASSIFICATION; CONTEXT; EQUALIZATION; MACHINE; MODELS; OCR	Document analysis tasks for which representative labeled training samples are available have been largely solved. The next frontier is coping with hitherto unseen formats, unusual typefaces, idiosyncratic handwriting and imperfect image acquisition. Adaptive and style-constrained classification methods can overcome some expected variability, but human intervention will remain necessary in many tasks. Interactive pattern recognition includes data exploration and active learning as well as access to stored documents. The principle of "green interaction" is to make use of every intervention to reduce the likelihood that the automated system will make the same mistake again and again. Some of these techniques may pop up in forthcoming personal camera-based memex-like applications that will have a far broader range of input documents and scene text than the current, successful but highly specialized, systems for patents, postal addresses, bank checks and books.																	1433-2833	1433-2825				MAR	2020	23	1					13	29		10.1007/s10032-019-00344-x													
J								Total-Text: toward orientation robustness in scene text detection	INTERNATIONAL JOURNAL ON DOCUMENT ANALYSIS AND RECOGNITION										Curved text; Scene text detection		At present, text orientation is not diverse enough in the existing scene text datasets. Specifically, curve-orientated text is largely out-numbered by horizontal and multi-oriented text, hence, it has received minimal attention from the community so far. Motivated by this phenomenon, we collected a new scene text dataset, Total-Text, which emphasized on text orientations diversity. It is the first relatively large scale scene text dataset that features three different text orientations: horizontal, multi-oriented, and curve-oriented. In addition, we also study several other important elements such as the practicality and quality of ground truth, evaluation protocol, and the annotation process. We believe that these elements are as important as the images and ground truth to facilitate a new research direction. Secondly, we propose a new scene text detection model as the baseline for Total-Text, namely Polygon-Faster-RCNN, and demonstrated its ability to detect text of all orientations. Images of Total-Text and its annotation are available at .																	1433-2833	1433-2825				MAR	2020	23	1					31	52		10.1007/s10032-019-00334-z													
J								A unified method for augmented incremental recognition of online handwritten Japanese and English text	INTERNATIONAL JOURNAL ON DOCUMENT ANALYSIS AND RECOGNITION										Online recognition; Handwriting recognition; Batch recognition; Incremental recognition	CLASSIFICATION; DIRECTION; DATABASE	We present a unified method to augmented incremental recognition for online handwritten Japanese and English text, which is used for busy or on-the-fly recognition while writing, and lazy or delayed recognition after writing, without incurring long waiting times. It extends the local context for segmentation and recognition to a range of recent strokes called "segmentation scope" and "recognition scope," respectively. The recognition scope is inside of the segmentation scope. The augmented incremental recognition triggers recognition at every several recent strokes, updates the segmentation and recognition candidate lattice, and searches over the lattice for the best result incrementally. It also incorporates three techniques. The first is to reuse the segmentation and recognition candidate lattice in the previous recognition scope for the current recognition scope. The second is to fix undecided segmentation points if they are stable between character/word patterns. The third is to skip recognition of partial candidate character/word patterns. The augmented incremental method includes the case of triggering recognition at every new stroke with the above-mentioned techniques. Experiments conducted on TUAT-Kondate and IAM online database show its superiority to batch recognition (recognizing text at one time) and pure incremental recognition (recognizing text at every input stroke) in processing time, waiting time, and recognition accuracy.																	1433-2833	1433-2825				MAR	2020	23	1					53	72		10.1007/s10032-019-00343-y													
J								Graph-matching-based correspondence search for nonrigid point cloud registration	COMPUTER VISION AND IMAGE UNDERSTANDING										Nonrigid registration; Graph matching; Point cloud; Mesh	TRANSFORMATION; OBJECTS	Nonrigid registration finds transformations to fit a source point cloud/mesh to a target point cloud/mesh. Most nonrigid registration algorithms consist of two steps; finding correspondence and optimization. Among these, finding correspondence plays an important role in registration performance. However, when two point clouds have large displacement, it is hard to know correct correspondences and an algorithm often fails to find correct transformations. In this paper, we propose a novel graph-matching-based correspondence search for nonrigid registration and a corresponding optimization method for finding transformation to complete nonrigid registration. Considering global connectivity as well as local similarity for the correspondence search, the proposed method finds good correspondences according to semantics and consequently finds correct transformations even when the motion is large. Our algorithm is experimentally validated on human body and animal datasets, which verifies that it is capable of finding correct transformations to fit a source to a target.																	1077-3142	1090-235X				MAR	2020	192								102899	10.1016/j.cviu.2019.102899													
J								Monocular human pose estimation: A survey of deep learning-based methods	COMPUTER VISION AND IMAGE UNDERSTANDING										Deep learning; Human pose estimation; Survey	HUMAN MOTION ANALYSIS; RECOGNITION; CAPTURE; MODEL; VIDEO	Vision-based monocular human pose estimation, as one of the most fundamental and challenging problems in computer vision, aims to obtain posture of the human body from input images or video sequences. The recent developments of deep learning techniques have been brought significant progress and remarkable breakthroughs in the field of human pose estimation. This survey extensively reviews the recent deep learning-based 2D and 3D human pose estimation methods published since 2014. This paper summarizes the challenges, main frameworks, benchmark datasets, evaluation metrics, performance comparison, and discusses some promising future research directions.																	1077-3142	1090-235X				MAR	2020	192								102897	10.1016/j.cviu.2019.102897													
J								Guess where? Actor-supervision for spatiotemporal action localization	COMPUTER VISION AND IMAGE UNDERSTANDING										Actor-supervision; Spatiotemporal action localization; Action understanding; Video analysis; Weakly-supervised		This paper addresses the problem of spatiotemporal localization of actions in videos. Compared to leading approaches, which all learn to localize based on carefully annotated boxes on training video frames, we adhere to a solution only requiring video class labels. We introduce an actor-supervised architecture that exploits the inherent compositionality of actions in terms of actor transformations, to localize actions. We make two contributions. First, we propose actor proposals derived from a detector for human and non-human actors intended for images, which are linked over time by Siamese similarity matching to account for actor deformations. Second, we propose an actor-based attention mechanism enabling localization from action class labels and actor proposals. It exploits a new actor pooling operation and is end-to-end trainable. Experiments on four action datasets show actor supervision is state-of-the-art for action localization from video class labels and is even competitive to some box-supervised alternatives.																	1077-3142	1090-235X				MAR	2020	192								102886	10.1016/j.cviu.2019.102886													
