PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Coal and rock interface identification based on wavelet packet decomposition and fuzzy neural network	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Multi-sensor; coal-rock interface identification; fuzzy neural network; wavelet packet decomposition		The coal-rock interface identification function enables the shearer to automatically identify the coal-rock interface and demonstrates outstanding advantages in improving economic efficiency and safe operation. It can improve the recovery rate of coal seam, reduce the content of rock, ash and sulfur in coal, improve the efficiency of coal mining operation and reduce equipment wear. It is one of the key equipments to realize coal mining automation. At present, there are more and more researchers on the research of coal rock interface identification technology. A common method is to use a single sensor to establish a coal rock identification system, and use the neural network algorithm as the core algorithm of the system. Therefore, this paper proposes a recognition system based on wavelet packet decomposition and fuzzy neural network. A variety of sensors are used to collect the response signal of the shearer, and then the multi-signal feature extraction and data fusion of the coal-rock interface identification method are realized, thereby improving the recognition rate. On the basis of the physical simulation system of coal and rock interface, a large number of tests were carried out, and a large amount of test data was collected through experiments. In view of the many advantages of wavelet analysis, this paper uses wavelet packet technology to extract signal features. An energy allocation method based on wavelet packet decomposition can determine the sensitive frequency band of each sensor signal and extract each feature value. The wavelet packet energy method is used for feature extraction, which completes the conversion from mode space to feature space, and provides reliable and accurate feature level data for data fusion. The results show that neural networks and genetic neural networks can be trained and simulated using experimental data. Data fusion based on genetic neural network can perform state recognition and has high recognition accuracy. Multi-sensor data fusion technology based on genetic neural network is feasible in coal-rock interface identification.																	1064-1246	1875-8967					2020	38	4			SI		3949	3959		10.3233/JIFS-179620													
J								Multiple sensor data fusion algorithm based on fuzzy sets and statistical theory	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Multiple sensor data fusion; weight distribution; fusion precision; convergence speed		Multiple sensor information fusion technology originated from the military. It has developed into a very active and popular field of defense research. It is also a high-level universal key technology, which has attracted attention in many disciplines and fields. Many countries, including China, have listed them on the research list. The purpose of this paper is to study multiple sensor data fusion through fuzzy sets and statistical theory. According to the scholars' research results at home and abroad, proposed a new evidence synthesis algorithm. The algorithm combines the advantages of modifying the original evidence and modifying the comprehensive rules. By comparing the accuracy of 100 sensor data in multiple sensors and single sensors, the consistency information and conflict information between the evidences are, mined and comprehensively considered the consistency information and conflict information between the evidences, and analyzed the evidence empirically. Considered ENCE in the weight distribution of conflict evidence fully. By comparing the results of multiple sets of experiments, established multiple sensor data fusion algorithm based on fuzzy sets and statistical theory. Record experimental data and analyze the experimental results. The experimental results show that compared with other methods, the method can reflect the credibility of the evidence more objectively, the convergence speed is faster, and the fusion result is more in line with the actual situation. The experimental results show that the fusion algorithm based on the best fusion set and the new integrated method of conflict evidence can be used as the core algorithm of local fusion center and global fusion center in the fusion system respectively, and can also be used as the secondary fusion model of the fusion system.																	1064-1246	1875-8967					2020	38	4			SI		3961	3970		10.3233/JIFS-179621													
J								Knowledge fusion method based on fuzzy set theory	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Knowledge management; information fusion; fuzzy set theory; fuzzy petri net; knowledge update	MANAGEMENT; RISK	The discussion of knowledge management and technological innovation has never stopped, and the discussion of the relationship between the two has not only important practical significance but also profound theoretical significance. The purpose of this paper is to study a new method of knowledge fusion from the perspective of science and technology philosophy. From a newperspective, this paper analyzes defects of subjective tendencies, decision-dependent partial attributes of knowledge source existed in practical applications of management field and proposed a knowledge fusion method based on fuzzy set theory. This paper firstly explains the characteristics of knowledge sources, and transforms knowledge into a new knowledge layer through combining multi-source knowledge, then improves the connotation, level and self-confidence of knowledge, finally improves the ability of the system to accomplish tasks and goals. Then combine the fuzzy set theory with the knowledge fusion algorithm reasonably and effectively, and obtain the results of knowledge fusion by using evidence synthesis and decision rules, so as to make up for the lack and defects in the knowledge fusion process and solve the uncertainty problem in knowledge reasoning. Finally, through the practical example, merged the fuzzy set theory proposed in this paper into knowledge fusion to deal it, obtain a kind of processing of fuzzy set theory, forming a knowledge fusion method based on fuzzy set theory. Based on fuzzy set theory, obtain the observation results of knowledge fusion algorithm combined with the various warning models, then to discuss and analyze the enterprise warning problem deeply. Therefore, the examples and simulation results show that the advantages in practicality and versatility of knowledge fusion method proposed through fuzzy set theory is higher than the common knowledge fusion method. The method used in the production of manufacturing products can help manufacturing companies improve development quality of product and shorten development cycle of product. Moreover, in the product design industry, it has verified that knowledge fusion can promote the dissemination of knowledge in the field of knowledge management, which helps to share and reuse design knowledge, reduce difficulty of development and improve efficiency of development.																	1064-1246	1875-8967					2020	38	4			SI		3971	3979		10.3233/JIFS-179622													
J								Intelligent recognition method of infrared imaging target of unmanned autonomous ship based on fuzzy mathematical model	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Fuzzy mathematical model; unmanned autonomous ship; infrared imaging; intelligent target recognition	BREAD	In view of the objectively ambiguous feature of infrared image of unmanned autonomous ship, this paper presents a quantitative method to deal with the ambiguity problem in infrared image by using the fuzzy mathematical model to realize the purpose of intelligent recognition of infrared imaging target. In order to simplify the computation of target recognition and improve the response time and accuracy in the selection of target features in infrared images, three features of target location, radiation distribution and shape are selected for analysis in this paper. The membership functions of these three features are weighted to calculate the confidence, and the classification and recognition are realized according to the confidence. Finally, the simulation results show that the recognition method proposed in this paper can effectively identify the target, and the recognition rate is very high. Compared with the recognition methods based on neural network and SVM, the recognition distance of this method is longer than that of the latter two methods.																	1064-1246	1875-8967					2020	38	4			SI		3981	3989		10.3233/JIFS-179623													
J								Fuzzy clustering algorithm for time series based on adaptive incremental learning	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Network data; adaptive incremental learning; time series; fuzzy clustering algorithm	CLASSIFICATION; SELECTION	With the development of Internet technology, the growth of network services is accelerating. For more and more network service requests, how to ensure the response speed and query accuracy required by users is a huge challenge. In order to realize fast clustering of large data business request data and improve the accuracy of clustering. This paper presents a data fuzzy clustering algorithm based on Adaptive Incremental learning time series. The algorithm defines large data clustering in time series, and the incremental time series clustering method is used. Firstly, the complexity of network data is reduced by data compression, and then time series data clustering based on service time similarity is carried out. In this paper, the time series fuzzy clustering algorithm based on Adaptive Incremental Learning inherits the clustering structure information obtained by previous clustering. Initialize the current clustering process, and then search the outlier samples in the current data block adaptively without setting parameters. Automatically create new clusters from outlier samples, and finally check empty cluster recognition. Identification determines whether certain clusters need to be deleted to ensure the efficiency of subsequent cluster processes. The experimental results show that the algorithm has good clustering accuracy and efficiency for isochronous and unequal time series.																	1064-1246	1875-8967					2020	38	4			SI		3991	3998		10.3233/JIFS-179624													
J								Some partitioned heronian mean aggregation operators based on intuitionistic linguistic information and their application to decision-making	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Intuitionistic linguistic information; PHM; MAGDM	FUZZY INFORMATION; ATTRIBUTES	The intuitionistic linguistic (IL) variable (ILV) can express the vague and uncertain information in a better way, and the partitioned Heronian mean (PHM) operator can group attributes that have relationships with each other into one zone and the independent attributes are in different zones, so in this paper, we will propose some new PHM operators for IL information (ILI) and then apply them to multiple attribute group decision-making (MAGDM). Firstly, the some improved operational rules for ILVs are developed, which can provide a more accurate result and avoid the loss of information, then we extend the PHM operator to the IL environment and propose the intuitionistic linguistic partitioned Heronian mean (ILPHM) operator and the intuitionistic linguistic weighted partitioned Heronian mean (ILWPHM) operator, which can fully consider the advantages of the ILI and the PHM operator. Meanwhile, we discuss some desirable properties and special cases of the two operators. Further, we develop the MAGDM approach with ILI based on the developed operators. Lastly, a numerical instance is given to verify the feasibility and the superiority of the proposed method.																	1064-1246	1875-8967					2020	38	4			SI		4001	4029		10.3233/JIFS-181175													
J								Multiattribute social network matching with unknown weight and different risk preference	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Multiattribute matching decision making; social network analysis; optimization model; risk preference	GROUP DECISION-MAKING; CONSENSUS MODEL; MISINFORMATION	In multiattribute decision making problem, it is usually that the opinions of agent may be influenced by close friends or people with similar interests among his social network. This situation could act on the evaluation process of agent toward candidates, thereby affecting the overall two-sided matching results. This paper proposes a framework based on social network analysis. It can effectively achieve multiattribute social network matching that the relative weights of influencers are unknown before. In the proposed framework, the complete trust assessment matrix can be obtained through depicting the trust propagation relationship between agent and influencers. According to the trust assessment result, a nonlinear optimization model is developed to calculate the unknown weights of influencers, and then the obtained weights of influencers are integrated into the two-sided evaluation process. Furthermore, two multi-objective optimization models are constructed to manage the rational agents and conservative agents. Based on the multi-objective optimization models, we generate the optimal matching pairs. Finally, detailed comparison analysis and discussion are presented to check the effectiveness of the proposed social network matching method.																	1064-1246	1875-8967					2020	38	4			SI		4031	4048		10.3233/JIFS-182535													
J								L-fuzzy pre-proximities and application to L-fuzzy topologies	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Complete residuated lattice; L-fuzzy pre-proximity; L-fuzzy interior operators; Galois correspondence	SYNTOPOGENOUS STRUCTURES; ROUGH SETS; SPACES; APPROXIMATION; UNIFORMITIES; CATEGORIES; OPERATORS	In this paper, we investigate the relations between the L-fuzzy pre-proximities, L-fuzzy interior operators and L-fuzzy topological spaces in complete residuated lattices. In addition, degrees of L-fuzzy continuity, L-fuzzy proximity and L-fuzzy interior mappings are proposed and their connections are studied. Also, we showthat there is a Galois correspondence between the category of separated L-fuzzy interior spaces and that of separated L-fuzzy pre-proximity spaces. Finally, we give their examples.																	1064-1246	1875-8967					2020	38	4			SI		4049	4060		10.3233/JIFS-182652													
J								Interval-valued Pythagorean Fuzzy EDAS method: An Application to Car Selection Problem	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										EDAS; pythagorean; fuzzy; car selection	GROUP DECISION-MAKING; NEUTROSOPHIC SOFT SET; INTUITIONISTIC FUZZY; TOPSIS; OPERATIONS; EXTENSION; TODIM; VIKOR	Classical multi-criteria decision making (MCDM) methods have been extended to their fuzzy versions under uncertainty in the literature. Besides, these ordinary fuzzy MCDM methods have been further extended to their new versions through the recently developed types of ordinary fuzzy sets. This study extends the evaluation based on distance from the average solution (EDAS) method by using interval-valued Pythagorean fuzzy numbers to solve fuzzy multi-criteria group decision-making problems with a larger membership domain providing more flexibility. An illustrative example of the car selection problem is given to show the effectiveness and applicability of the proposed model and results are compared with intuitionistic interval-valued fuzzy EDAS method. A sensitivity analysis is also performed to reveal the effect of the weights on alternative rankings.																	1064-1246	1875-8967					2020	38	4			SI		4061	4077		10.3233/JIFS-182667													
J								Goodwin economic cycle via p-fuzzy system	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										P-fuzzy systems; Goodwin model; fuzzy rules; fuzzy numbers; fuzzy c-means	MODEL	In this manuscript, we present numerical solutions of a p-fuzzy system that models the Goodwin economic cycle. This model describes the dynamic interaction between labour share and the employment rate in an economy. One can use p-fuzzy systems to obtain solutions for differential equations whose the vector field are uncertain and partially known. The proposed p-fuzzy system is based on a fuzzy rule-based systems whose fuzzy rules represent economic premises described in the Goodwin model. We use two approaches to adjust the fuzzy terms of the corresponding fuzzy rule base from the economical data of a given country. The first approach is based on statical measures and the second one uses fuzzy c-means clustering method. Finally, we test our proposal to estimate the growth cycles of the labour share and the employment rate of Germany and we compare the obtained results with the historical data.																	1064-1246	1875-8967					2020	38	4			SI		4079	4090		10.3233/JIFS-182762													
