PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J								Achieving the best defuzzifier in terminology of Persian sentences through classified fuzzy method	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Fuzzy role; defuzzifier; terminology	CORPUS	Fuzzy logic is a multi-valued concept, whose emergence in software sciences has eliminated 0 and 1 computations, putting them within an infinite space of [0,1]. This characteristic of fuzzy logic has resolved ambiguity in numerous previous problems. The sentence roles in Persian language were specified based on the fuzzy logic's capability to resolve ambiguity. For that purpose, we first obtained the best classification for each defuzzifier, based on which a classified fuzzy was implemented. Nonetheless, the fuzzy system used in this research was classified based on statistical computations. To achieve the best classification, five defuzzification methods (Mean Of Max, Max Of Membership, Largest Of Max, Smallest Of Max, and Central Average) competed in 16 roles each in five classes (different matrices). Finally, Mean of Max with a success rate of 64% proved to be a defuzzifier delivering the best output among 5 different defuzzification methods.																	1064-1246	1875-8967					2020	39	3					2921	2934		10.3233/JIFS-191447													
J								An intelligent approach framework for decision-making risk analysis of Chinese hydropower corporations	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Chinese hydropower corporations; decision makers; decision-making risks; Bayesian network; triangular fuzzy; numbers	SUPPORT; SUSTAINABILITY; OPTIMIZATION; UNCERTAINTY; CLIMATE; PLANTS; MODEL; GHANA; DAM	An intelligent decision analytic framework for dealing with complex decision-making risk system is presented and Bayesian network (BN) approach is utilized to evaluate the influence of multilevel uncertainty in various risks (e.g., social, natural, economic, intracompany risks) on decision-making deviation of Chinese hydropower corporations. The technique of fuzzy probability is approached to calculate intricate parameters to the question of inference learning through the sensitivity and influence power analysis, the results of back inference show that there exists the risk transformation mechanism from external uncertain risks (e.g., social risks, ecological environment factors) to hydropower corporations' internal uncertainties closely relating to economic uncertainties through strategic planning. The study concerning identification and intelligent analysis of uncertain risks in decision-making process illustrates the feasibility and validity of applying BN and its pragmatic implications on hydropower corporations strategic planning and guidance in operational management.																	1064-1246	1875-8967					2020	39	3					2935	2945		10.3233/JIFS-191469													
J								Impact of government regulation of RPS on China's power market under carbon abatement constraints	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Renewable portfolio standards (RPS); China's power market; Carbon abatement; Government regulation; evolu-tionary strategy stability; system dynamics	RENEWABLE PORTFOLIO STANDARDS; FEED-IN TARIFF; TRADABLE GREEN CERTIFICATE; SYSTEM DYNAMICS; CO2 EMISSIONS; GENERATION EXPANSION; ELECTRICITY MARKET; UNITED-STATES; ENERGY; POLICY	In a significant period of Chinese energy reformation to the point of expediting revolution in energy production and consumption, and promoting green low-carbon upgrading transformation of energy electricity, Chinese government has to implement the obligatory policy of renewable portfolio standards (RPS) with specific institutional provisions sternly. The renewable energy quotas in thermal power industry with carbon emission abatement constraints particularly have a latent impact on the behavior of thermal electricity producers, which is ineluctably involved in electricity connection of grid companies. To make clear the positive role in boosting investment in renewable energy generation in thermal power industry under mandatory quotas requirements, we will utilize evolutionary game based on system dynamics (SD) to tackle with the sophisticated nexus among the government, thermal power producers and grid companies. We begin analysis of general evolutionary strategy stability in scenario ll by dynamically adjusting values of external variables of SD model to uncover pivotal variables affecting evolutionary strategy stability. Then in scenario I, the dynamic punishment structure consisting of cost elements to spark off the emulation of optimal manoeuvre selections of tripartite game agents is amended based on the simulation of vital variables affecting evolutionary strategy stability in scenario II. The significant conclusions provide decision-making support and management enlightenment for Chinese government to edge renewable energy generation capacity of thermal power producers and constrained degree of dynamic penalty for grid companies.																	1064-1246	1875-8967					2020	39	3					2947	2975		10.3233/JIFS-191470													
J								Reversible data hiding method based on pixel expansion and homomorphic encryption	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS										Reversible data hiding; pixel expansion; reversible data hiding in encrypted image; imperceptibility; homomorphic encryption	DIFFERENCE EXPANSION; SCHEME; PVO	Digital image steganography algorithms usually suffer from a lossy restoration of the cover content after extraction of a secret message. When a cover object and confidential information are both utilised, the reversible property of the cover is inevitable. With this objective, several reversible data hiding (RDH) algorithms are available in the literature. Conversely, because both are diametrically related parameters, existing RDH algorithms focus on either a good embedding capacity (EC) or better stego-image quality. In this paper, a pixel expansion reversible data hiding (PE-RDH) method with a high EC and good stego-image quality are proposed. The proposed PE-RDH method was based on three typical RDH schemes, namely difference expansion, histogram shifting, and pixel value ordering. The PE-RDH method has an average EC of 0.75 bpp, with an average peak signal-to-noise ratio (PSNR) of 30.89 dB. It offers 100% recovery of the original image and confidential hidden messages. To protect secret as well as cover the proposed PE-RDH is also implemented on the encrypted image by using homomorphic encryption. The strength of the proposed method on the encrypted image was verified based on a comparison with several existing methods, and the approach achieved better results than these methods in terms of its EC, location size and of																	1064-1246	1875-8967					2020	39	3					2977	2990		10.3233/JIFS-191478													
J								Cross-Modality Person Re-Identification via Modality-Aware Collaborative Ensemble Learning	IEEE TRANSACTIONS ON IMAGE PROCESSING										Cameras; Task analysis; Collaboration; Learning systems; Visualization; Face recognition; Collaborative work; Cross-modality; person re-identification; collaborative ensemble learning	RANKING	Visible thermal person re-identification (VT-ReID) is a challenging cross-modality pedestrian retrieval problem due to the large intra-class variations and modality discrepancy across different cameras. Existing VT-ReID methods mainly focus on learning cross-modality sharable feature representations by handling the modality-discrepancy in feature level. However, the modality difference in classifier level has received much less attention, resulting in limited discriminability. In this paper, we propose a novel modality-aware collaborative ensemble (MACE) learning method with middle-level sharable two-stream network (MSTN) for VT-ReID, which handles the modality-discrepancy in both feature level and classifier level. In feature level, MSTN achieves much better performance than existing methods by capturing sharable discriminative middle-level features in convolutional layers. In classifier level, we introduce both modality-specific and modality-sharable identity classifiers for two modalities to handle the modality discrepancy. To utilize the complementary information among different classifiers, we propose an ensemble learning scheme to incorporate the modality sharable classifier and the modality specific classifiers. In addition, we introduce a collaborative learning strategy, which regularizes modality-specific identity predictions and the ensemble outputs. Extensive experiments on two cross-modality datasets demonstrate that the proposed method outperforms current state-of-the-art by a large margin, achieving rank-1/mAP accuracy 51.64%/50.11% on the SYSU-MM01 dataset, and 72.37%/69.09% on the RegDB dataset.																	1057-7149	1941-0042					2020	29						9387	9399		10.1109/TIP.2020.2998275													
J								PrivacyNet: Semi-Adversarial Networks for Multi-Attribute Face Privacy	IEEE TRANSACTIONS ON IMAGE PROCESSING										Faces; Privacy; Face recognition; Biomedical imaging; Perturbation methods; Biological system modeling; Image recognition; Privacy; semi-adversarial; neural networks; autoencoder; face image; perturbation; soft biometrics; deep learning	RECOGNITION	Recent research has established the possibility of deducing soft-biometric attributes such as age, gender, and race from an individual's face image with high accuracy. However, this raises privacy concerns, especially when face images collected for biometric recognition purposes are used for attribute analysis without the person's consent. To address this problem, we develop a technique for imparting soft biometric privacy to face images via an image perturbation methodology. The image perturbation is undertaken using a GAN-based Semi-Adversarial Network (SAN) - referred to as PrivacyNet - that modifies an input face image such that it can be used by a face matcher for matching purposes but cannot be reliably used by an attribute classifier. Further, PrivacyNet allows a person to choose specific attributes that have to be obfuscated in the input face images (e.g., age and race), while allowing for other types of attributes to be extracted (e.g., gender). Extensive experiments using multiple face matchers, multiple age/gender/race classifiers, and multiple face datasets demonstrate the generalizability of the proposed multi-attribute privacy enhancing method across multiple face and attribute classifiers.																	1057-7149	1941-0042					2020	29						9400	9412		10.1109/TIP.2020.3024026													
J								Image Interpolation Using Multi-Scale Attention-Aware Inception Network	IEEE TRANSACTIONS ON IMAGE PROCESSING										Interpolation; Task analysis; Machine learning; Image edge detection; Training; Image resolution; Image interpolation; image super-resolution; deep learning; multi-scale; convolutional neural network; attention-aware; inception network; image pyramid; pyramid cut		A new multi-scale deep learning (MDL) framework is proposed and exploited for conducting image interpolation in this paper. The core of the framework is a seeding network that needs to be designed for the targeted task. For image interpolation, a novel attention-aware inception network (AIN) is developed as the seeding network; it has two key stages: 1) feature extraction based on the low-resolution input image; and 2) feature-to-image mapping to enlarge image's size or resolution. Note that the designed seeding network, AIN, needs to be trained with a matched training dataset at each scale. For that, multi-scale image patches are generated using our proposed pyramid cut, which outperforms the conventional image pyramid method by completely avoiding aliasing issue. After training, the trained AINs are then combined for processing the input image in the testing stage. Extensive experimental simulation results obtained from seven image datasets (comprising 359 images in total) have clearly shown that the proposed MAIN consistently delivers highly accurate interpolated images.																	1057-7149	1941-0042					2020	29						9413	9428		10.1109/TIP.2020.3026632													
J								Sparse BSS From Poisson Measurements	IEEE TRANSACTIONS ON IMAGE PROCESSING										Approximation algorithms; Extraterrestrial measurements; Additives; Noise measurement; Robustness; Mixture models; Blind source separation; Blind source separation (BSS); sparsity; Poisson measurements	COORDINATE DESCENT METHOD; BLIND SOURCE SEPARATION; DECOMPOSITION; FACTORIZATION; MINIMIZATION; ALGORITHMS	The problem of sparse Blind Source Separation (BSS) has been extensively studied when the noise is additive and Gaussian. This is however not the case when the measurements follow Poisson or shot noise statistics, which is customary with counting-based measurements. To that purpose, we introduce a novel sparse BSS algorithm coined pGMCA (poisson-Generalized Morphological Component Analysis) that specifically tackles the blind separation of sparse sources from measurements following Poisson statistics. The proposed algorithm builds upon Nesterov's smoothing technique to define a smooth approximation of sparse BSS, with a data fidelity term derived from the Poisson likelihood. This allows to design a block coordinate descent-based minimization procedure with a simple choice of the regularization parameter. Numerical experiments have been carried out that illustrate the robustness of the proposed method with respect to Poisson noise. The pGMCA algorithm has been further evaluated in a realistic astrophysical X-ray imaging setting.																	1057-7149	1941-0042					2020	29						9429	9444		10.1109/TIP.2020.3027986													
J								SAFNet: A Semi-Anchor-Free Network With Enhanced Feature Pyramid for Object Detection	IEEE TRANSACTIONS ON IMAGE PROCESSING										Feature extraction; Detectors; Object detection; Generators; Semantics; Task analysis; Training; Object detection; feature pyramid; semi-anchor-free; computer vision; deep learning		In recent years, the field of object detection has made significant progress. The success of most state-of-the-art object detectors is derived from the use of feature pyramid and the carefully designed anchor boxes. However, the existing methods for constructing feature pyramid blindly integrate multi-scale representations on each feature hierarchy. Furthermore, these detectors also suffer from some drawbacks brought by the hand-designed anchors. To mitigate the adverse effects caused thereby, we propose a semi-anchor-free network with enhanced feature pyramid for object detection, named SAFNet. Specifically, to better construct feature pyramid, we propose a novel enhanced feature pyramid generation paradigm, which consists of two modules, i.e., adaptive feature fusion module (AFFM) and self-enhanced module (SEM). The paradigm adaptively integrates multi-scale representations in a non-linear way meanwhile suppresses the redundant semantic information for each pyramid level. Thus, a clean and enhanced feature pyramid could be obtained. In addition, an adaptive anchor generator (AAG) is designed to yield fewer but more suitable anchor boxes for each input image. Benefiting from the enhanced feature pyramid, AAG is capable of generating more accurate anchor boxes by introducing few priors. With this semi-anchor-free method, our detector has the ability to alleviate the drawbacks of hand-designed anchors meanwhile retain the merits of anchor-based methods. Extensive experiments demonstrate the effectiveness of our approach. Profited from the proposed modules, SAFNet significantly boosts the detection performance, i.e., achieving 2 points and 2.1 points higher Average Precision (AP) than RetinaNet on PASCAL VOC and MS COCO respectively.																	1057-7149	1941-0042					2020	29						9445	9457		10.1109/TIP.2020.3028196													
J								Rate Distortion Optimization: A Joint Framework and Algorithms for Random Access Hierarchical Video Coding	IEEE TRANSACTIONS ON IMAGE PROCESSING										Image coding; Encoding; Rate-distortion; Standards; Video coding; Quantization (signal); Distortion; Rate distortion optimization; video coding; HEVC	LAGRANGE MULTIPLIER; BIT ALLOCATION; QUANTIZATION; HEVC; H.264; IMAGE	This paper revisits the problem of rate distortion optimization (RDO) with focus on inter-picture dependence. A joint RDO framework which incorporates the Lagrange multiplier as one of parameters to be optimized is proposed. Simplification strategies are demonstrated for practical applications. To make the problem tractable, we consider an approach where prediction residuals of pictures in a video sequence are assumed to be emitted from a finite set of sources. Consequently the RDO problem is formulated as finding optimal coding parameters for a finite number of sources, regardless of the length of the video sequence. Specifically, in cases where a hierarchical prediction structure is used, prediction residuals of pictures at the same prediction layer are assumed to be emitted from a common source. Following this approach, we propose an iterative algorithm to alternatively optimize the selections of quantization parameters (QPs) and the corresponding Lagrange multipliers. Based on the results of the iterative algorithm, we further propose two practical algorithms to compute QPs and the Lagrange multipliers for the RA(random access) hierarchical video coding: the first practical algorithm uses a fixed formula to compute QPs and the Lagrange multipliers, and the second practical algorithm adaptively adjusts both QPs and the Lagrange multipliers. Experimental results show that these three algorithms, integrated into the HM 16.20 reference software of HEVC, can achieve considerable RD improvements over the standard HM 16.20 encoder, in the common RA test configuration.																	1057-7149	1941-0042					2020	29						9458	9469		10.1109/TIP.2020.3028280													
